Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-InverseLawOfUtilityAndLethality,0.0049,2.93,"37,261"
Main-EjectionSeat,0.0049,3.00,"28,577"
Main-OnceIsNotEnough,0.0049,3.00,"24,215"
Main-ArbitraryMaximumRange,0.0049,3.04,"25,567"
Main-WonderTwinPowers,0.0049,3.05,"22,725"
Main-SchrodingersPlayerCharacter,0.0049,3.02,"35,705"
Main-HolidayMode,0.0049,3.06,"51,006"
Main-BigEntrance,0.0049,3.04,"16,928"
Main-SpaceZone,0.0049,3.28,"4,128"
Main-AlwaysCheckBehindTheChair,0.0049,3.09,"44,430"
Main-RuinsForRuinsSake,0.0049,3.08,"17,598"
Main-DetachmentCombat,0.0049,3.10,"13,332"
Main-BlowGun,0.0049,3.21,"8,798"
Main-FantasyCharacterClasses,0.0049,3.10,"26,071"
Main-SwordSparks,0.0049,3.11,"10,486"
Main-TheBladeAlwaysLandsPointyEndIn,0.0048,3.05,"9,091"
Main-ShootTheBullet,0.0048,3.05,"26,629"
Main-LookWhatICanDoNow,0.0048,3.23,"3,800"
Main-QuickDraw,0.0048,3.08,"39,249"
Main-ZeroEffortBoss,0.0048,2.98,"46,627"
Main-PVPBalanced,0.0048,3.12,"31,399"
Main-MobstacleCourse,0.0048,3.13,"14,112"
Main-OneBulletClips,0.0048,3.06,"23,420"
Main-ChopSockey,0.0048,3.68,"5,659"
Main-PoorPredictableRock,0.0048,3.11,"12,211"
Main-ReflectingLaser,0.0048,3.12,"20,983"
Main-BladeLock,0.0048,3.10,"18,240"
Main-DeathOrGloryAttack,0.0048,2.99,"33,093"
Main-ShowsDamage,0.0048,3.08,"43,801"
Main-DurableDeathtrap,0.0048,3.00,"24,144"
Main-CoolGarage,0.0048,3.16,"6,218"
Main-FlawlessVictory,0.0048,3.25,"22,288"
Main-EvolvingWeapon,0.0048,3.13,"9,448"
Main-FiringOneHanded,0.0048,3.05,"14,483"
Main-CaptureTheFlag,0.0048,3.14,"25,325"
Main-WallMaster,0.0048,3.01,"48,716"
Main-FullContactMagic,0.0047,2.96,"41,368"
Main-PaddedSumoGameplay,0.0047,3.28,"24,877"
Main-CaughtInASnare,0.0047,3.15,"5,164"
Main-BratsWithSlingshots,0.0047,3.13,"33,541"
Main-TheLawOfDiminishingDefensiveEffort,0.0047,2.95,"19,520"
Main-MasterOfUnlocking,0.0047,3.07,"15,370"
Main-ChargeMeter,0.0047,3.25,"6,351"
Main-RandomlyGeneratedLevels,0.0047,3.25,"25,400"
Main-HelicopterBlender,0.0047,2.90,"48,349"
Main-KnightsAndKnaves,0.0047,3.08,"21,468"
Main-InvulnerableAttack,0.0047,3.13,"5,459"
Main-LookOnMyWorksYeMightyAndDespair,0.0047,2.94,"37,422"
Main-ExplosionPropulsion,0.0047,3.13,"14,894"
Main-ImMelting,0.0047,2.99,"30,062"
Main-StrategyGuide,0.0047,3.23,"43,621"
Main-OurGargoylesRock,0.0047,2.97,"33,820"
Main-WhenTheClockStrikesTwelve,0.0047,3.01,"37,505"
Main-BorderPatrol,0.0047,3.09,"32,915"
Main-BattleTops,0.0047,3.20,"3,840"
Main-SquashedFlat,0.0047,3.14,"31,947"
Main-HighSpeedMissileDodge,0.0047,2.93,"42,823"
Main-DeadlyTrainingArea,0.0047,3.21,"8,951"
Main-ConstructAdditionalPylons,0.0046,3.13,"23,664"
Main-InstantPlunderJustAddPirates,0.0046,3.21,"8,820"
Main-TheRealMan,0.0046,3.10,"8,333"
Main-BreakOutTheMuseumPiece,0.0046,2.86,"86,581"
Main-MookBouncer,0.0046,3.16,"11,811"
Main-BedsheetLadder,0.0046,3.15,"13,949"
Main-OneRiotOneRanger,0.0046,2.90,"37,222"
Main-RiseToTheChallenge,0.0046,3.11,"17,526"
Main-TeleportingKeycardSquad,0.0046,3.07,"40,324"
Main-LawOfOneHundred,0.0046,3.33,"10,544"
Main-CameraLockOn,0.0046,3.38,"7,640"
Main-AirstrikeImpossible,0.0046,3.12,"24,245"
Main-ShockwaveStomp,0.0046,2.97,"31,176"
Main-SteppingStonesInTheSky,0.0046,3.05,"15,636"
Main-FreeRotatingCamera,0.0046,3.25,"18,544"
Main-GrimyWater,0.0046,3.08,"41,661"
Main-TheSlowWalk,0.0046,3.07,"11,193"
Main-InventionalWisdom,0.0046,3.03,"17,659"
Main-WeAreTeamCannonFodder,0.0046,3.16,"10,131"
Main-EvilChef,0.0046,2.89,"47,848"
Main-TheDriver,0.0046,3.22,"5,635"
Main-MascotFighter,0.0045,3.19,"24,793"
Main-DoNotTouchTheFunnelCloud,0.0045,2.94,"61,793"
Main-ChainLightning,0.0045,3.12,"11,358"
Main-ReverseShrapnel,0.0045,3.04,"17,047"
Main-ArmedLegs,0.0045,2.94,"35,040"
Main-SpontaneousWeaponCreation,0.0045,3.02,"13,954"
Main-NotWithTheSafetyOnYouWont,0.0045,3.07,"22,111"
Main-TheMissingno,0.0045,3.19,"23,856"
Main-ScaryImpracticalArmor,0.0045,3.10,"10,545"
Main-TookAShortcut,0.0045,2.98,"35,938"
Main-TheGreatRepair,0.0045,3.24,"5,731"
Main-PerfectPoison,0.0045,3.11,"23,045"
Main-TrickBoss,0.0045,3.14,"7,815"
Main-VariableLengthChain,0.0045,3.14,"8,359"
Main-RangedEmergencyWeapon,0.0045,3.15,"3,436"
Main-DumpStat,0.0045,3.09,"11,027"
Main-Two-DSpace,0.0045,3.07,"25,834"
Main-LightAndMirrorsPuzzle,0.0045,3.13,"14,705"
Main-RopeBridge,0.0045,2.93,"724,156"
Main-NuclearOption,0.0045,3.08,"31,064"
Main-WorkerUnit,0.0045,3.19,"19,438"
Main-FakeUltimateMook,0.0045,3.00,"36,082"
Main-Wingman,0.0044,3.26,"6,302"
Main-HandInTheHole,0.0044,3.01,"27,973"
Main-VideoGameStealing,0.0044,3.10,"10,846"
Main-OneHitPolykill,0.0044,3.02,"42,543"
Main-RemixedLevel,0.0044,3.03,"24,928"
Main-TreasureIsBiggerInFiction,0.0044,3.12,"25,622"
Main-TheCanKickedHim,0.0044,2.93,"55,157"
Main-BizarreAndImprobableBallistics,0.0044,3.01,"23,752"
Main-MyRulesAreNotYourRules,0.0044,3.10,"12,515"
Main-ManaDrain,0.0044,3.08,"13,124"
Main-GoingToGiveItMoreEnergy,0.0044,3.12,"4,363"
Main-CorridorCubbyholeRun,0.0044,3.05,"27,607"
Main-EmptyLevels,0.0044,3.12,"21,546"
Main-IndyHatRoll,0.0044,3.05,"13,205"
Main-RollingAttack,0.0044,3.17,"15,144"
Main-GradualGrinder,0.0044,3.14,"5,184"
Main-TropesAreFlexible,0.0044,3.27,"11,257"
Main-BonusFeatureFailure,0.0044,3.07,"15,938"
Main-FiringInTheAirALot,0.0044,3.12,"22,172"
Main-CoverBlowingSuperpower,0.0044,3.05,"14,586"
Main-ShaggySearchTechnique,0.0044,3.17,"16,970"
Main-SwallowedWhole,0.0044,3.06,"29,303"
Main-KnifeThrowingAct,0.0044,3.05,"81,276"
Main-LevelMapDisplay,0.0044,3.32,"4,070"
Main-AdaptiveArmor,0.0044,3.11,"12,035"
Main-RingOutBoss,0.0044,3.17,"8,496"
Main-MyopicArchitecture,0.0044,3.17,"6,761"
Main-RageHelm,0.0044,3.21,"2,841"
Main-TrainingDummy,0.0043,3.16,"10,793"
Main-CutsceneBoss,0.0043,3.00,"20,226"
Main-AtopAMountainOfCorpses,0.0043,2.87,"40,322"
Main-PimpedOutCar,0.0043,3.17,"24,618"
Main-SpaceCompression,0.0043,3.13,"21,408"
Main-BladderOfSteel,0.0043,3.10,"23,345"
Main-DragonsUpTheYinYang,0.0043,3.07,"27,068"
Main-WronskiFeint,0.0043,3.03,"25,540"
Main-PracticalTaunt,0.0043,3.20,"7,013"
Main-ComputerEqualsMonitor,0.0043,3.08,"22,661"
Main-MutuallyExclusivePowerups,0.0043,3.15,"14,690"
Main-VariableTerminalVelocity,0.0043,2.94,"14,837"
Main-ArtificialAtmosphericActions,0.0043,3.00,"19,868"
Main-RidingTheBomb,0.0043,3.04,"17,492"
Main-JustAddWater,0.0043,3.11,"58,740"
Main-StaffOfAuthority,0.0043,3.04,"14,269"
Main-CutlassBetweenTheTeeth,0.0043,2.94,"38,982"
Main-JustIgnoreIt,0.0043,3.07,"12,128"
Main-OurDoorsAreDifferent,0.0043,3.11,"60,168"
Main-SheetOfGlass,0.0043,3.20,"16,385"
Main-SuperheroSpeciation,0.0043,3.08,"12,130"
Main-StarSpangledSpandex,0.0043,3.06,"18,402"
Main-Knockback,0.0043,3.15,"12,091"
Main-MoeGreeneSpecial,0.0043,2.93,"41,206"
Main-DirectionallySolidPlatforms,0.0043,3.29,"10,390"
Main-ExplainingYourPowerToTheEnemy,0.0043,3.04,"14,772"
Main-InterestingSituationDuel,0.0043,2.99,"70,365"
Main-ElegantWeaponForAMoreCivilizedAge,0.0043,3.03,"6,224"
Main-HorsebackHeroism,0.0043,3.06,"24,851"
Main-BattleAmongstTheFlames,0.0042,3.05,"25,636"
Main-SwissArmyGun,0.0042,2.98,"32,361"
Main-ImprobablePowerDiscrepancy,0.0042,3.10,"4,965"
Main-UnderwaterBossBattle,0.0042,3.09,"23,028"
Main-SoundOnlyDeath,0.0042,3.05,"20,864"
Main-ForgingScene,0.0042,3.08,"19,850"
Main-SlowElectricity,0.0042,3.08,"19,286"
Main-EnemySummoner,0.0042,3.10,"11,100"
Main-UnbreakableWeapons,0.0042,3.15,"6,411"
Main-ByWallThatIsHoley,0.0042,3.10,"27,792"
Main-WeaponsThatSuck,0.0042,3.09,"22,610"
Main-SuicidalGotcha,0.0042,2.97,"36,127"
Main-ArbitraryGunPower,0.0042,3.09,"11,111"
Main-ForebodingArchitecture,0.0042,3.22,"17,291"
Main-SprintMeter,0.0042,3.15,"14,036"
Main-BulletSeed,0.0042,3.06,"25,132"
Main-CityGuards,0.0042,3.12,"8,005"
Main-BrassBalls,0.0042,3.12,"28,652"
Main-ToTheBatpole,0.0042,3.05,"15,677"
Main-RooftopConfrontation,0.0042,3.14,"14,996"
Main-CoupDeGraceCutscene,0.0042,3.13,"9,743"
Main-HitScan,0.0042,3.16,"14,452"
Main-AirJousting,0.0042,3.13,"12,751"
Main-PopQuiz,0.0042,3.05,"58,558"
Main-SidetrackedByTheGoldSaucer,0.0042,2.97,"102,545"
Main-SmokeShield,0.0041,2.95,"54,364"
Main-ExplosionsInSpace,0.0041,3.25,"5,625"
Main-GridInventory,0.0041,3.14,"12,251"
Main-OneBulletLeft,0.0041,2.95,"59,295"
Main-PinballSpinoff,0.0041,3.41,"3,120"
Main-ThisBananaIsArmed,0.0041,3.14,"16,821"
Main-XenSyndrome,0.0041,2.85,"108,756"
Main-BadassArmFold,0.0041,2.98,"14,350"
Main-AnEconomyIsYou,0.0041,3.11,"22,177"
Main-CatharsisFactor,0.0041,2.93,"69,523"
Main-OvenLogic,0.0041,3.13,"25,834"
Main-AssistCharacter,0.0041,3.10,"10,220"
Main-PowerUpMagnet,0.0041,3.32,"10,572"
Main-PassThroughTheRings,0.0041,3.13,"17,660"
Main-TheMusketeer,0.0041,3.03,"17,527"
Main-GravityBarrier,0.0041,3.23,"8,704"
Main-LastBreathBullet,0.0041,2.95,"35,445"
Main-SenselessViolins,0.0041,3.08,"17,560"
Main-RPGEpisode,0.0041,3.04,"53,135"
Main-ComeOutComeOutWhereverYouAre,0.0041,3.07,"18,458"
Main-SetAMookToKillAMook,0.0041,3.01,"14,328"
Main-GameMaker,0.0041,3.18,"43,516"
Main-ArrowCatch,0.0041,2.91,"24,354"
Main-MercyMode,0.0041,3.06,"17,164"
Main-SelectiveMagnetism,0.0041,3.06,"16,969"
Main-NothingUpMySleeve,0.0041,3.07,"17,250"
Main-TwoKeyedLock,0.0041,3.05,"8,284"
Main-MetronomicManMashing,0.0041,3.17,"3,089"
Main-SpaceBase,0.0041,3.23,"4,376"
Main-PlummetPerspective,0.0041,3.14,"16,297"
Main-MetaMecha,0.0041,3.13,"5,401"
Main-SufferTheSlings,0.0041,3.08,"32,050"
Main-BadassBandolier,0.0040,3.11,"10,351"
Main-ForceFieldDoor,0.0040,3.08,"23,350"
Main-WrapAround,0.0040,3.19,"41,735"
Main-SpaceMines,0.0040,3.08,"12,404"
Main-RubeGoldbergHatesYourGuts,0.0040,3.00,"20,133"
Main-ColorCodedArmies,0.0040,3.22,"24,142"
Main-ThisIsMyBoomstick,0.0040,2.94,"48,501"
Main-LevelDrain,0.0040,3.21,"12,241"
Main-KnifeOutline,0.0040,3.07,"13,393"
Main-AfraidOfBlood,0.0040,3.13,"27,389"
Main-ForcedLevelGrinding,0.0040,3.09,"15,605"
Main-SentryGun,0.0040,3.10,"38,090"
Main-SocketedEquipment,0.0040,3.28,"5,183"
Main-NoGravityForYou,0.0040,3.02,"6,948"
Main-ToyTime,0.0040,2.98,"79,702"
Main-InSpaceEveryoneCanSeeYourFace,0.0040,3.00,"56,299"
Main-AlwaysAccurateAttack,0.0040,2.98,"23,688"
Main-SharpenedToASingleAtom,0.0040,3.31,"8,423"
Main-PlotDrivenBreakdown,0.0040,3.10,"10,036"
Main-GoombaSpringboard,0.0040,3.29,"6,196"
Main-ScriptedEvent,0.0040,3.32,"5,665"
Main-SurpriseDifficulty,0.0040,2.99,"68,066"
Main-SphereOfPower,0.0040,3.15,"6,146"
Main-IBelieveICanFly,0.0040,3.10,"8,188"
Main-RunDontWalk,0.0039,3.17,"8,654"
Main-SymbolicBlood,0.0039,2.98,"25,394"
Main-IrrelevantSidequest,0.0039,3.09,"4,319"
Main-DeathByLookingUp,0.0039,3.13,"7,022"
Main-SpikeBallsOfDoom,0.0039,3.23,"10,727"
Main-ElectricJellyfish,0.0039,3.19,"15,202"
Main-GuysSmashGirlsShoot,0.0039,2.99,"30,723"
Main-PinballZone,0.0039,3.35,"10,555"
Main-ExtendedGameplay,0.0039,3.08,"9,451"
Main-PerpetualMolt,0.0039,3.10,"14,301"
Main-ImprobableUseOfAWeapon,0.0039,3.01,"22,414"
Main-TurtleIsland,0.0039,3.08,"16,851"
Main-TrenchCoatWarfare,0.0039,3.08,"10,482"
Main-YouCantGetYeFlask,0.0039,3.15,"40,871"
Main-BlindedByTheLight,0.0039,3.10,"12,731"
Main-HooksAndCrooks,0.0039,3.00,"33,673"
Main-SuspiciouslySmallArmy,0.0039,3.21,"8,488"
Main-TheSkyIsAnOcean,0.0039,3.23,"9,323"
Main-UnlockableContent,0.0039,3.25,"15,107"
Main-YourDefeatMeansIObtainYourPowers,0.0039,3.13,"30,046"
Main-MachineEmpathy,0.0039,3.14,"4,334"
Main-RunOrDie,0.0039,3.03,"16,159"
Main-BladeRun,0.0039,3.20,"3,242"
Main-AbandonedMine,0.0039,3.10,"24,984"
Main-SerratedBladeOfPain,0.0039,3.01,"30,707"
Main-RocketRide,0.0039,3.03,"17,400"
Main-BoozeBasedBuff,0.0039,3.07,"13,135"
Main-ChasingYourTail,0.0039,3.23,"4,094"
Main-SovietSuperscience,0.0039,3.04,"14,417"
Main-InvulnerableKnuckles,0.0039,2.94,"20,768"
Main-ChunkyUpdraft,0.0039,3.11,"9,715"
Main-GiantFootOfStomping,0.0039,2.90,"59,469"
Main-CantDropTheHero,0.0039,3.18,"7,294"
Main-BlatantItemPlacement,0.0039,3.08,"9,930"
Main-FollowTheMoney,0.0039,3.21,"35,373"
Main-HyperDestructiveBouncingBall,0.0039,2.92,"49,032"
Main-CaveBehindTheFalls,0.0038,3.04,"29,914"
Main-TheUnexpected,0.0038,2.98,"34,305"
Main-ExpositionBreak,0.0038,3.19,"24,451"
Main-WhenEldersAttack,0.0038,3.05,"10,946"
Main-HealingSpring,0.0038,3.19,"5,138"
Main-GunAccessories,0.0038,3.03,"15,483"
Main-GrenadeTag,0.0038,3.14,"5,613"
Main-ForkliftFu,0.0038,3.09,"43,830"
Main-NotCompletelyUseless,0.0038,3.12,"9,729"
Main-TechnicolorToxin,0.0038,3.14,"16,203"
Main-WalkDontSwim,0.0038,3.13,"9,570"
Main-BubbleGun,0.0038,3.11,"15,707"
Main-DamageTyping,0.0038,3.25,"7,600"
Main-LinkedListClueMethodology,0.0038,3.31,"7,132"
Main-SocializationBonus,0.0038,3.19,"7,515"
Main-FuumaShuriken,0.0038,3.16,"19,890"
Main-BloodyHandprint,0.0038,3.07,"17,958"
Main-BottledHeroicResolve,0.0038,3.10,"12,832"
Main-SecondFaceSmoke,0.0038,3.18,"18,819"
Main-TooFastToStop,0.0038,2.89,"46,633"
Main-HarmlessElectrocution,0.0038,3.06,"51,683"
Main-EliteTweak,0.0038,3.17,"5,847"
Main-MacroZone,0.0038,3.24,"11,213"
Main-NothingButSkulls,0.0038,3.10,"13,268"
Main-InstantHomeDelivery,0.0038,3.03,"13,508"
Main-PlanetHeck,0.0038,2.99,"30,637"
Main-RandomPowerRanking,0.0038,3.05,"73,308"
Main-CosmeticallyDifferentSides,0.0038,3.16,"13,052"
Main-WesternZodiac,0.0038,3.05,"28,509"
Main-GasChamber,0.0038,2.96,"30,494"
Main-TheMothership,0.0038,3.01,"28,745"
Main-WhiteShirtOfDeath,0.0037,3.07,"18,557"
Main-ISOStandardUrbanGroceries,0.0037,3.36,"5,733"
Main-EarlyBirdBoss,0.0037,3.11,"10,128"
Main-JackOfAllTrades,0.0037,3.29,"4,433"
Main-FlyingBroomstick,0.0037,3.05,"44,299"
Main-WrenchWhack,0.0037,2.98,"27,742"
Main-Trope2000,0.0037,3.02,"42,885"
Main-TheCatfish,0.0037,2.96,"34,200"
Main-HowMuchMoreCanHeTake,0.0037,2.97,"12,025"
Main-IKnowKungFaux,0.0037,3.14,"9,967"
Main-ProngsOfPoseidon,0.0037,3.05,"11,002"
Main-DeerInTheHeadlights,0.0037,3.06,"8,889"
Main-ActuallyFourMooks,0.0037,3.17,"10,892"
Main-AnEntrepreneurIsYou,0.0037,3.18,"66,181"
Main-InconvenientlyPlacedConveyorBelt,0.0037,3.14,"11,829"
Main-HyperspeedEscape,0.0037,3.04,"16,510"
Main-OneWayVisor,0.0037,2.94,"25,577"
Main-BillionsOfButtons,0.0037,2.97,"21,189"
Main-HowCanSantaDeliverAllThoseToys,0.0037,3.29,"30,537"
Main-AIBreaker,0.0037,3.03,"26,270"
Main-GameWithinAGame,0.0037,3.09,"19,567"
Main-PiranhaProblem,0.0037,2.97,"46,999"
Main-ChildMage,0.0037,2.95,"43,204"
Main-AlmostOutOfOxygen,0.0037,3.11,"11,275"
Main-NoPeripheralVision,0.0037,2.95,"51,653"
Main-RolePlayingGameVerse,0.0037,3.01,"46,864"
Main-ThePenIsMightier,0.0037,2.87,"30,035"
Main-MillionMookMarch,0.0037,3.16,"29,380"
Main-MageKiller,0.0037,3.05,"10,921"
Main-BarrierChangeBoss,0.0037,3.13,"4,001"
Main-YouHaveToBurnTheWeb,0.0037,3.01,"40,779"
Main-FlashOfPain,0.0037,3.27,"13,255"
Main-BattleBoomerang,0.0037,3.03,"15,059"
Main-ConceptArtGallery,0.0037,2.92,"33,586"
Main-GlacierWaif,0.0036,2.98,"13,240"
Main-RingsOfDeath,0.0036,3.02,"10,063"
Main-BodyArmorAsHitPoints,0.0036,3.15,"9,651"
Main-LeadTheTarget,0.0036,3.12,"20,204"
Main-GiantHandsOfDoom,0.0036,3.15,"7,495"
Main-FeedItABomb,0.0036,3.00,"21,362"
Main-ContinueYourMissionDammit,0.0036,3.09,"11,459"
Main-AsleepForDays,0.0036,3.12,"8,254"
Main-Ranger,0.0036,3.04,"9,456"
Main-YouShouldntKnowThisAlready,0.0036,3.10,"11,799"
Main-ICantUseTheseThingsTogether,0.0036,3.07,"30,209"
Main-PlotCouponThatDoesSomething,0.0036,3.06,"14,010"
Main-BoxingKangaroo,0.0036,3.01,"26,155"
Main-YouFailGunSafetyForever,0.0036,2.89,"59,666"
Main-RealTimeWithPause,0.0036,3.15,"48,974"
Main-FirstBlood,0.0036,3.35,"2,943"
Main-LowLevelRun,0.0036,3.14,"6,638"
Main-VideogameFlamethrowersSuck,0.0036,3.01,"34,293"
Main-BladeBrake,0.0036,3.03,"9,695"
Main-InsecurityCamera,0.0036,3.04,"15,524"
Main-SiegeEngines,0.0036,3.14,"14,225"
Main-YouLoseAtZeroTrust,0.0036,3.08,"10,588"
Main-TechPoints,0.0036,3.26,"3,893"
Main-SoundCodedForYourConvenience,0.0036,3.01,"24,354"
Main-OminousWalk,0.0036,3.01,"20,973"
Main-StationaryBoss,0.0036,3.10,"12,060"
Main-ChainPain,0.0036,3.15,"10,386"
Main-FeedItWithFire,0.0036,2.97,"19,990"
Main-WarpZone,0.0036,3.50,"3,697"
Main-GiantRobotHandsSaveLives,0.0036,3.06,"16,939"
Main-GangUpOnTheHuman,0.0036,3.09,"8,218"
Main-StickyBomb,0.0035,3.11,"7,256"
Main-InfinityPlusOneElement,0.0035,3.12,"5,768"
Main-FairyBattle,0.0035,3.14,"11,178"
Main-OneHandedZweihander,0.0035,3.02,"56,104"
Main-UnPaused,0.0035,3.18,"7,029"
Main-StrongFleshWeakSteel,0.0035,3.06,"6,942"
Main-PointAndClick,0.0035,4.21,"1,384"
Main-ReadTheFreakingManual,0.0035,2.99,"31,436"
Main-PamphletShelf,0.0035,3.11,"18,981"
Main-IFellForHours,0.0035,3.03,"16,633"
Main-DeadCharacterWalking,0.0035,3.33,"14,306"
Main-MercyRewarded,0.0035,3.12,"54,996"
Main-BoozeFlamethrower,0.0035,3.18,"3,388"
Main-MontyHaul,0.0035,3.07,"14,379"
Main-PointAndClickGame,0.0035,3.21,"146,880"
Main-MissionImpossibleCableDrop,0.0035,3.10,"10,441"
Main-ComplacentGamingSyndrome,0.0035,3.01,"52,760"
Main-MissionBriefing,0.0035,2.97,"36,693"
Main-FreeFallFight,0.0035,3.08,"8,060"
Main-FakeBalance,0.0035,3.10,"11,368"
Main-UselessUsefulStealth,0.0035,3.00,"29,159"
Main-GimmickLevel,0.0035,3.09,"19,716"
Main-JustOneMoreLevel,0.0035,3.05,"39,076"
Main-MinusWorld,0.0035,3.03,"51,346"
Main-HoverTank,0.0035,3.13,"14,777"
Main-DeathActivatedSuperPower,0.0034,3.15,"2,749"
Main-BeginnersLuck,0.0034,3.15,"6,264"
Main-FixedFloorFighting,0.0034,3.40,"3,579"
Main-ImprovisedZipline,0.0034,3.06,"11,967"
Main-FingerGun,0.0034,3.06,"21,260"
Main-OneToMillionToOne,0.0034,3.22,"3,123"
Main-ZipMode,0.0034,3.23,"11,316"
Main-CoresAndTurretsBoss,0.0034,3.17,"17,326"
Main-NonchalantDodge,0.0034,3.04,"5,432"
Main-EdgeGravity,0.0034,3.13,"8,388"
Main-ImpossiblyGracefulGiant,0.0034,3.32,"1,867"
Main-ForgedByTheGods,0.0034,3.15,"4,616"
Main-AcrophobicBird,0.0034,3.00,"31,684"
Main-HellishCopter,0.0034,3.03,"54,240"
Main-ComboBreaker,0.0034,3.31,"6,330"
Main-DestroyableItems,0.0034,3.22,"5,753"
Main-PowerLossMakesYouStrong,0.0034,3.08,"3,570"
Main-FlauntingYourFleets,0.0034,3.16,"9,710"
Main-HeroesGoneFishing,0.0034,2.97,"10,554"
Main-ThisPageWillSelfDestruct,0.0034,3.05,"8,162"
Main-DeadlyLunge,0.0034,3.20,"3,136"
Main-DoubleKnockout,0.0034,3.08,"18,414"
Main-ExcuseMeComingThrough,0.0034,3.10,"8,583"
Main-KukrisAreKool,0.0034,3.10,"10,605"
Main-XDaysSince,0.0034,3.16,"9,066"
Main-ISOStandardHumanSpaceship,0.0034,3.05,"22,320"
Main-DeathIsNotPermanent,0.0034,3.11,"17,004"
Main-ChekhovsVolcano,0.0033,2.94,"36,310"
Main-FactionCalculus,0.0033,3.14,"13,256"
Main-DiedStandingUp,0.0033,2.94,"38,653"
Main-FearfulSymmetry,0.0033,3.07,"11,695"
Main-NotRareOverThere,0.0033,3.11,"22,989"
Main-ForegoneVictory,0.0033,3.10,"8,351"
Main-StanceSystem,0.0033,3.12,"10,146"
Main-FacePalmOfDoom,0.0033,2.99,"10,843"
Main-NinjaLog,0.0033,3.09,"29,160"
Main-HollywoodDensity,0.0033,3.02,"21,464"
Main-ParasolParachute,0.0033,3.01,"47,731"
Main-HomingProjectile,0.0033,3.26,"10,005"
Main-AngstNuke,0.0033,3.17,"3,560"
Main-SecretAIMoves,0.0033,3.09,"5,347"
Main-GoodGunsBadGuns,0.0033,3.09,"8,566"
Main-HeWasRightThereAllAlong,0.0033,3.07,"21,568"
Main-ATeamMontage,0.0033,3.27,"6,367"
Main-KungFoley,0.0033,3.17,"12,644"
Main-ColourCodedTimestop,0.0033,3.25,"3,356"
Main-SuperZeroes,0.0033,2.86,"45,951"
Main-TentativeLight,0.0033,3.29,"56,225"
Main-SoundOfNoDamage,0.0033,3.26,"21,895"
Main-SoundTest,0.0033,3.21,"7,365"
Main-MultiMeleeMaster,0.0033,3.09,"11,508"
Main-AboveTheRuins,0.0033,2.95,"26,506"
Main-RingOut,0.0033,3.26,"6,454"
Main-LemmingCops,0.0033,3.19,"13,139"
Main-Wormsign,0.0033,3.11,"13,647"
Main-PlayerHeadquarters,0.0033,3.08,"19,222"
Main-BayonetYa,0.0033,3.11,"6,244"
Main-IsometricProjection,0.0033,3.12,"60,037"
Main-AwesomenessMeter,0.0033,3.09,"18,113"
Main-FooFu,0.0033,3.10,"68,261"
Main-PursuedProtagonist,0.0033,2.99,"36,061"
Main-RocksFallPartySplits,0.0033,3.24,"6,641"
Main-WeWillWearArmorInTheFuture,0.0032,3.08,"4,145"
Main-DualWorldGameplay,0.0032,3.14,"5,209"
Main-FinalBossNewDimension,0.0032,3.12,"14,435"
Main-QuestGiver,0.0032,3.20,"10,999"
Main-SchizophrenicDifficulty,0.0032,3.02,"32,672"
Main-RightUnderTheirNoses,0.0032,3.07,"30,826"
Main-UnnecessarilyLargeInterior,0.0032,2.97,"25,426"
Main-CartographySidequest,0.0032,3.29,"20,173"
Main-HatDamage,0.0032,3.14,"9,672"
Main-Mundangerous,0.0032,3.02,"8,617"
Main-LastChanceHitPoint,0.0032,3.09,"6,903"
Main-InfiniteOneUps,0.0032,3.21,"8,740"
Main-BreakMeter,0.0032,3.21,"11,683"
Main-LeaderFormsTheHead,0.0032,3.20,"2,373"
Main-FlyingFirepower,0.0032,3.01,"9,068"
Main-RoleplayingGameTerms,0.0032,3.25,"5,687"
Main-BackgroundBoss,0.0032,3.13,"9,334"
Main-HazardousWater,0.0032,3.17,"29,672"
Main-DroolHello,0.0032,3.17,"4,968"
Main-SloMoBigAir,0.0032,3.23,"14,709"
Main-AbsurdlyHighLevelCap,0.0032,3.09,"15,897"
Main-GMPC,0.0032,3.15,"11,888"
Main-EscapePod,0.0032,2.99,"22,840"
Main-StockNinjaWeaponry,0.0032,3.14,"14,682"
Main-EscapeSequence,0.0032,3.13,"10,049"
Main-MooksAteMyEquipment,0.0032,3.31,"16,710"
Main-InnSecurity,0.0032,3.11,"20,110"
Main-CaneFu,0.0032,2.99,"26,184"
Main-SinisterScimitar,0.0032,3.03,"6,229"
Main-DenialOfDiagonalAttack,0.0032,3.16,"17,654"
Main-SoulCuttingBlade,0.0032,3.15,"9,196"
Main-FisticuffsBoss,0.0032,3.08,"4,834"
Main-StandardStarshipScuffle,0.0032,3.08,"26,757"
Main-HumanCannonball,0.0032,3.11,"14,811"
Main-MechaShow,0.0032,3.29,"5,002"
Main-OnlyIdiotsMayPass,0.0032,3.09,"8,002"
Main-EveryBulletIsATracer,0.0032,3.14,"28,372"
Main-EmpathicHealer,0.0031,3.07,"20,182"
Main-Orichalcum,0.0031,3.08,"13,464"
Main-ClassicVideoGameScrewYous,0.0031,3.13,"33,927"
Main-SpeedStripes,0.0031,3.32,"2,388"
Main-FakeWeakness,0.0031,3.14,"5,086"
