Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-CicadianRhythm,0.0008,3.26,"1,580"
Main-MetalDetectorPuzzle,0.0008,3.23,"2,132"
Main-NailsOnABlackboard,0.0008,3.15,"54,384"
Main-FamousFamousFictional,0.0008,3.19,"1,470"
Main-AudienceMonologue,0.0008,3.34,"50,227"
Main-DaytimeDramaQueen,0.0008,3.11,"8,183"
Main-PicturePerfectPresentation,0.0008,3.13,"16,944"
Main-ThisIsYourSong,0.0008,3.32,"2,632"
Main-SpokenWordInMusic,0.0008,3.18,"5,359"
Main-MonochromePast,0.0008,3.08,"6,176"
Main-TranslatedCoverVersion,0.0008,3.28,"2,290"
Main-LyricalShoehorn,0.0008,3.21,"2,544"
Main-AHeroIsBorn,0.0008,3.07,"10,533"
Main-CutAndPasteSuburb,0.0008,3.18,"5,070"
Main-NonGivingUpSchoolGuy,0.0008,3.30,"1,348"
Main-TheShowGoesHollywood,0.0008,3.19,"1,345"
Main-ManOfSteelWomanOfKleenex,0.0008,3.11,"2,571"
Main-DoNotSpoilThisEnding,0.0008,3.21,"58,642"
Main-DistinctDoubleAlbum,0.0008,3.45,"32,276"
Main-BRollRebus,0.0008,3.29,"72,263"
Main-CircleOfShame,0.0008,3.24,"2,906"
Main-LogFic,0.0008,3.15,"2,472"
Main-AngryDance,0.0008,3.33,"19,036"
Main-TitleByNumber,0.0008,3.06,"11,495"
Main-DizzyCam,0.0008,3.56,"2,038"
Main-FolkMetal,0.0008,3.28,"4,531"
Main-FriendlyFandoms,0.0008,3.04,"9,846"
Main-TheMovingExperience,0.0008,3.44,772
Main-TimeTravelEpisode,0.0008,3.36,339
Main-WashingtonDCInvasion,0.0008,3.05,"6,661"
Main-DidIMentionItsChristmas,0.0008,3.10,"6,355"
Main-OrchestraHitTechnoBattle,0.0008,3.21,"2,675"
Main-ForeignLanguageTheme,0.0008,3.23,"2,573"
Main-PowerpuffGirlHands,0.0008,3.21,"1,937"
Main-TheatricsOfPain,0.0008,3.39,395
Main-ChildhoodMemoryDemolitionTeam,0.0008,3.17,"23,748"
Main-Ska,0.0008,3.45,"28,537"
Main-RedeemingReplacement,0.0008,3.14,"3,959"
Main-RockTrio,0.0008,3.59,307
Main-MultipleNarrativeModes,0.0008,3.43,"1,243"
Main-TalkyBookends,0.0008,3.34,"23,910"
Main-RepriseMedley,0.0008,3.22,"1,072"
Main-ClassicalMusic,0.0008,3.55,"8,578"
Main-SuperheroesStaySingle,0.0008,3.24,"1,308"
Main-InformedSelfDiagnosis,0.0008,3.21,"4,425"
Main-SoundProofBooth,0.0008,3.62,"2,752"
Main-CharacterCelebrityEndorsement,0.0008,3.31,"3,464"
Main-Shoegazing,0.0008,3.34,"4,520"
Main-ThereIsAGod,0.0008,3.25,"1,136"
Main-ConfiscatedPhone,0.0008,3.63,"1,341"
Main-OldGuardVersusNewBlood,0.0008,3.07,"2,564"
Main-MysteryBox,0.0008,3.31,"4,302"
Main-BackportedDevelopment,0.0008,3.14,"1,791"
Main-ThinkMusic,0.0008,3.70,"2,872"
Main-RewrittenPopVersion,0.0008,3.25,"3,923"
Main-BeetleManiac,0.0008,3.38,"2,349"
Main-WhosWatchingTheStore,0.0007,3.30,867
Main-GratuitousRap,0.0007,3.12,"11,226"
Main-NewbieBoom,0.0007,2.90,"10,654"
Main-OnIce,0.0007,3.09,"6,136"
Main-SymphonicMetal,0.0007,3.57,957
Main-StarTrekMovieCurse,0.0007,3.31,"3,310"
Main-DancingMookCredits,0.0007,3.37,737
Main-SpoilerHound,0.0007,3.91,503
Main-DeniedParody,0.0007,3.44,789
Main-OnceMoreWithEndnotes,0.0007,3.31,"2,173"
Main-VideoFullOfFilmClips,0.0007,3.11,"18,910"
Main-DepthOfField,0.0007,3.72,"2,491"
Main-UnreliableIllustrator,0.0007,3.12,"17,571"
Main-BurningRubber,0.0007,3.32,935
Main-MUCK,0.0007,3.63,187
Main-CallAndResponseSong,0.0007,3.20,"5,295"
Main-ConRecap,0.0007,3.45,586
Main-IAmNotHim,0.0007,3.13,"1,206"
Main-TelevisionTieInNovels,0.0007,3.99,16
Main-Mondo,0.0007,3.32,"3,332"
Main-StorybookEpisode,0.0007,3.13,"2,980"
Main-ViewersLikeYou,0.0007,3.45,"11,628"
Main-SuspiciousSpending,0.0007,3.26,"1,221"
Main-GlamRap,0.0007,3.26,"4,432"
Main-FuturisticPyramid,0.0007,3.08,"4,310"
Main-TwentyFourHourNewsNetworks,0.0007,3.27,"61,846"
Music-Soul,0.0007,3.36,"3,752"
Main-RegularCharacter,0.0007,3.44,887
Main-Undertaker,0.0007,3.38,"1,071"
Main-Exergaming,0.0007,3.42,"2,046"
Main-TorchTheFranchiseAndRun,0.0007,3.11,"1,948"
Main-Crunkcore,0.0007,3.25,"3,401"
Main-Gimmick,0.0007,3.27,"1,754"
Main-ChristmasInJuly,0.0007,3.11,"3,905"
Main-TheDeadRiseToAdvertise,0.0007,3.15,"6,755"
Main-LikeAFishTakesToWater,0.0007,3.27,"47,462"
Main-LawOfWikiExpansion,0.0007,3.30,"1,480"
Main-MusicalChores,0.0007,3.31,"7,873"
Main-DerailedFairyTale,0.0007,3.30,"1,321"
Main-MultiCharacterTitle,0.0007,3.46,956
WhatCouldHaveBeen-VideoGames,0.0007,2.78,"116,005"
Main-HouseFire,0.0007,3.47,"1,018"
Main-FinaleSeason,0.0007,3.25,219
Main-SpaceBrasilia,0.0007,3.24,"1,783"
Main-Surrealism,0.0007,3.24,"10,262"
Main-ActorSwap,0.0007,3.41,224
Main-MidseasonReplacement,0.0007,3.28,"3,942"
Main-SubtitlesAreSuperfluous,0.0007,3.09,"6,528"
Main-SomewhereAnEquestrianIsCrying,0.0007,3.20,"56,534"
Main-CharacterDepth,0.0007,3.42,"1,089"
Main-OurActsAreDifferent,0.0007,3.31,"5,737"
Main-SubduedSection,0.0007,3.38,"2,337"
Main-ReviewerStockPhrases,0.0007,3.01,"15,968"
Main-TheTonsillitisEpisode,0.0007,3.14,"10,079"
Main-InstantBookDeal,0.0007,3.04,"1,822"
Main-FinalExamFinale,0.0007,3.35,664
Main-SeadogBeard,0.0007,3.16,"4,038"
Main-Trailers,0.0007,3.37,"10,053"
Main-Wipe,0.0007,3.83,"15,410"
Main-FairUse,0.0007,3.46,"1,372"
Main-MysteryWriterDetective,0.0007,3.35,796
Main-HarshVocals,0.0007,3.31,852
Main-ArtisticLicenseMusic,0.0007,3.17,"7,674"
Main-HeroicPet,0.0007,3.36,"48,489"
Main-LewdLustChasteSex,0.0007,3.48,638
Main-HardcoreHipHop,0.0007,0.00,0
Main-GenreRelaunch,0.0007,3.19,"1,949"
Main-Pinwheel,0.0007,3.48,911
Main-Zoom,0.0007,4.08,"17,088"
Main-BladeOfGrassCut,0.0007,3.30,"2,936"
Main-DisobeyThisMessage,0.0007,3.10,"5,177"
Main-BootstrappedLeitmotif,0.0007,3.30,290
WhatCouldHaveBeen-Film,0.0007,2.74,"74,531"
Main-FinaleCredits,0.0007,3.04,"8,398"
Main-SuperfluousSolo,0.0007,3.48,970
Main-MiseryLit,0.0007,3.30,"6,216"
Main-UniverseChronology,0.0007,3.15,"8,492"
Main-AcceptableBreaksFromCanon,0.0007,3.02,"15,609"
Main-Nazisploitation,0.0007,3.58,"63,423"
Main-OffToSeeTheWizard,0.0007,3.12,"3,612"
Main-ThemeSongAssonance,0.0007,3.06,"14,582"
Narm-LiveActionTV,0.0007,2.75,"14,220"
Main-CrapsackOnlyByComparison,0.0007,3.17,"5,472"
Main-CardiovascularLove,0.0007,3.08,"12,714"
Main-AnimationLeadTime,0.0007,3.21,"1,778"
Main-PlotBunny,0.0007,3.35,"2,202"
Main-Biography,0.0007,3.57,"2,364"
Main-Shanghai,0.0007,3.33,"12,725"
Main-NotChristianRock,0.0007,3.19,"2,990"
Main-WeatherReportNarration,0.0007,3.38,"3,541"
Main-TheCityVsTheCountry,0.0007,3.21,"3,030"
Main-NarrowParody,0.0006,3.13,"3,433"
Main-PrepositionalPhraseEqualsCoolness,0.0006,3.12,"6,338"
Main-EpisodeFinishesTheTitle,0.0006,3.05,"17,082"
Main-DeathByFlashback,0.0006,3.22,435
Main-StepUpToTheMicrophone,0.0006,3.31,"10,188"
Main-TrendAesop,0.0006,3.07,"3,672"
Main-FranchiseOriginalSin,0.0006,2.99,"4,438"
Main-ItsNotSupposedToWinOscars,0.0006,3.12,"10,401"
Main-OverTheShoulder,0.0006,3.92,"49,557"
Main-ThreePlusFiveMakeFour,0.0006,3.56,"1,800"
UnfortunateImplications-ComicBooks,0.0006,2.99,"3,926"
UnfortunateImplications-Film,0.0006,2.93,"32,539"
HighOctaneNightmareFuel-HigurashiNoNakuKoroNi,0.0006,3.15,431
Main-DeepRoy,0.0006,3.28,"1,358"
Main-RooftopConcert,0.0006,3.26,"3,387"
Main-ArmedAltruism,0.0006,3.41,303
Main-BombersOnTheScreen,0.0006,3.20,"3,445"
Main-IdiosyncraticCoverArt,0.0006,3.03,"11,773"
Main-Dubtitle,0.0006,3.21,"3,009"
Main-Romance,0.0006,3.79,"8,778"
Main-BattleEpic,0.0006,3.39,"1,905"
Main-ImportationExpansion,0.0006,3.22,"1,947"
Main-NoEndInSight,0.0006,3.83,392
Main-PresentTenseNarrative,0.0006,3.36,"3,205"
Main-WelcomeTitles,0.0006,3.61,215
Main-HitStop,0.0006,3.15,823
Main-PopPunk,0.0006,3.73,"4,715"
Main-UncertainAudience,0.0006,3.11,"10,102"
Main-TruncatedThemeTune,0.0006,3.15,"5,014"
Main-RetroGaming,0.0006,3.56,671
Main-AwesomenessWithdrawal,0.0006,3.55,403
Main-BoleroEffect,0.0006,3.40,"2,473"
Main-HeyItsYou,0.0006,3.11,"2,269"
Main-Romanticism,0.0006,3.58,237
Narm-Music,0.0006,2.87,"26,428"
Main-GreenIsBlue,0.0006,3.22,"214,558"
Main-WalletMoths,0.0006,3.29,"1,263"
Main-OffendingTheCreatorsOwn,0.0006,3.18,"1,389"
Main-DoublingForLondon,0.0006,3.36,"1,749"
Main-Nu-Metal,0.0006,3.08,"13,558"
Main-CultureBlind,0.0006,3.13,972
Main-ProtectThisHouse,0.0006,3.20,"12,177"
Main-VampireMusicals,0.0006,3.16,"9,212"
WhatCouldHaveBeen-ComicBooks,0.0006,3.12,"4,078"
Main-SquiggleVision,0.0006,3.21,"3,265"
Main-FilibusterFreefall,0.0006,3.43,270
Main-Dissolve,0.0006,3.82,"40,731"
Main-StudioChatter,0.0006,3.27,"10,003"
Main-DatelessGrave,0.0006,3.39,194
Main-PostNineElevenTerrorismMovie,0.0006,3.05,"12,693"
Main-AuteurLicense,0.0006,3.19,"29,785"
Main-AgeProgressionSong,0.0006,3.35,"3,783"
Main-OuijaBoard,0.0006,3.08,"14,970"
Main-ThisIsACompetition,0.0006,3.90,625
Main-NoisyRobots,0.0006,3.28,559
Main-InterruptedByTheEnd,0.0006,3.10,"2,963"
Main-TheClouds,0.0006,3.29,559
Main-GratuitousPanning,0.0006,3.22,"3,501"
Main-BoxedSet,0.0006,3.11,"5,458"
Main-Dorama,0.0006,3.73,989
Main-AnatomyAnomaly,0.0006,3.27,"1,413"
Main-StopAndGo,0.0006,3.54,"1,106"
Narm-Webcomics,0.0006,3.10,"22,944"
Narm-ProfessionalWrestling,0.0006,3.14,"2,153"
Narm-Advertising,0.0006,3.03,"4,035"
Narm-TabletopGames,0.0006,3.33,494
Main-AirVoyance,0.0006,3.18,"8,662"
Main-TheSongRemainsTheSame,0.0006,3.23,"1,013"
Main-CriticProof,0.0006,2.97,"10,858"
Main-FramedFaceOpening,0.0006,3.41,"1,403"
Main-HistoricalPersonPunchline,0.0006,3.21,"1,236"
Main-TechnicalDeathMetal,0.0006,3.24,"31,359"
Main-CrappyHolidays,0.0006,3.16,"3,246"
Main-WaterTowerDown,0.0006,3.17,"2,356"
Main-PostProcessingVideoEffects,0.0006,3.19,"1,856"
Main-OffscreenRebuilding,0.0006,3.06,"2,584"
Main-SteamNeverDies,0.0006,3.44,703
Main-Slipstream,0.0006,3.27,"4,962"
Main-ObjectTrackingShot,0.0006,3.39,"1,086"
Main-AntWar,0.0006,3.21,"12,910"
Main-ItCameFromBeverlyHills,0.0006,3.28,"4,569"
WallBangers-LiveActionTV,0.0006,2.93,"4,918"
Main-SteadiCam,0.0006,3.47,"14,255"
WhatCouldHaveBeen-Literature,0.0006,3.09,"1,827"
WhatCouldHaveBeen-LiveActionTV,0.0006,2.80,"8,568"
WhatCouldHaveBeen-WesternAnimation,0.0006,2.92,"55,157"
Main-PlotImmunity,0.0006,3.20,725
Main-ExplainingTheSoap,0.0006,3.13,"1,109"
Main-SelectiveHistoricalArmoury,0.0006,3.20,"1,528"
Main-ClubStub,0.0006,3.13,"2,460"
Main-MusicalGag,0.0006,3.13,"4,172"
Main-TelecomTree,0.0006,3.05,"56,022"
Main-GodDoesNotOwnThisWorld,0.0006,3.09,"4,999"
Main-SuspectExistenceFailure,0.0006,3.20,"2,553"
Main-Novella,0.0006,3.53,"29,371"
Main-LohengrinAndMendelssohn,0.0006,3.33,"3,277"
Main-HackedByAPirate,0.0006,3.10,"3,425"
Main-GarbagePostKid,0.0006,3.70,214
Main-LostInMediasRes,0.0006,3.26,"1,475"
Main-PoliticianGuestStar,0.0006,3.17,"1,355"
Main-DoNotAttempt,0.0006,3.61,404
Main-SpoilAtYourOwnRisk,0.0006,3.14,"3,422"
Main-CommonCrossover,0.0006,2.93,"7,866"
Main-Derailing,0.0006,3.33,"8,855"
GenreMotif-HipHop,0.0006,3.05,"149,187"
Music-Instrumentals,0.0006,3.70,"3,572"
Main-TheShowMustGoWrong,0.0005,3.12,"4,835"
Main-Beachcombing,0.0005,3.25,"3,573"
Main-BrightCastle,0.0005,3.21,"1,628"
Main-CultActor,0.0005,3.37,852
Main-OperatorsAreStandingBy,0.0005,3.52,"19,076"
Main-StopSayingThat,0.0005,3.10,667
Main-FeaturelessPlaneOfDisembodiedDialogue,0.0005,3.52,356
Main-RatedGForGangsta,0.0005,3.18,"3,738"
Main-RebuiltSet,0.0005,3.19,537
Main-GenderNeutralNarrator,0.0005,3.64,889
Main-ForeignCultureFetish,0.0005,3.16,"3,295"
Main-SecretIntelligenceService,0.0005,3.24,"6,459"
Main-CommonTime,0.0005,3.41,597
Main-UntranslatedTitle,0.0005,3.12,"8,052"
Main-TheoryBeforePhenomenon,0.0005,3.44,"1,873"
Main-Fen,0.0005,3.62,868
Main-LittleDidIKnow,0.0005,3.32,590
Main-RemittanceMan,0.0005,3.47,681
Main-LastChorusSlowDown,0.0005,3.39,"2,760"
Main-DeterminedHomesteadersChildren,0.0005,3.61,"1,656"
Main-ThereIsNoHigherCourt,0.0005,3.30,"3,254"
Main-DreamPop,0.0005,3.25,"7,042"
Main-DualMeaningChorus,0.0005,3.58,"1,742"
Main-OneLetterTitle,0.0005,3.37,"16,908"
Main-AirportNovel,0.0005,3.44,"2,257"
Main-HoldingYourShoulderMeansInjury,0.0005,3.55,29
Main-HometownHero,0.0005,3.50,483
Main-HailToTheThief,0.0005,3.90,173
Main-WeirdCurrency,0.0005,3.07,"14,719"
Main-IntrepidFictioneer,0.0005,3.28,846
Main-AgeOfTitles,0.0005,3.35,"9,737"
Main-FadeOut,0.0005,3.83,"26,154"
Main-HomeParticipationSweepstakes,0.0005,3.76,"1,161"
Main-Brownface,0.0005,3.28,935
MythologyGag-Anime,0.0005,3.12,"1,649"
MythologyGag-Comics,0.0005,3.08,"1,672"
MythologyGag-Film,0.0005,2.99,"2,673"
MythologyGag-Literature,0.0005,3.30,"2,055"
MythologyGag-LiveActionTV,0.0005,3.02,"2,368"
MythologyGag-Music,0.0005,3.44,"1,009"
MythologyGag-VideoGames,0.0005,2.86,"6,189"
MythologyGag-WesternAnimation,0.0005,3.01,"2,488"
Main-DeathSong,0.0005,3.34,"1,412"
Main-NarrativeNonSequitur,0.0005,3.37,"15,770"
Main-EnhancedOnDVD,0.0005,3.19,"1,609"
Main-HarshNoise,0.0005,4.10,293
Main-BizarreAndImprobableGiraffeHerdingTechniques,0.0005,0.00,0
Main-RoadShow,0.0005,3.49,425
Main-StandardizedSpaceViews,0.0005,3.45,176
Main-TeamUpSeries,0.0005,3.26,"1,386"
Main-MonumentalDamageResistance,0.0005,3.19,"2,566"
Main-LayoutOfASeason,0.0005,3.27,"1,358"
Main-SynchronousEpisodes,0.0005,3.04,"5,323"
Main-FanFicMagnet,0.0005,3.11,"1,403"
Main-NotableNonSequitur,0.0005,3.33,909
Main-SideBySideDemonstration,0.0005,3.58,"2,969"
Main-CuteAsABouncingBetty,0.0005,3.31,290
Main-CreditsJukebox,0.0005,3.48,"1,826"
Main-PeriodFic,0.0005,3.64,189
Main-BoomUpAndOver,0.0005,0.00,0
Main-BohemianParody,0.0005,3.38,238
Main-TVTropesMoreLikeTVQuotes,0.0005,3.44,"12,224"
Main-CartoonishCompanions,0.0005,3.17,"2,932"
Main-PersecutionFlip,0.0005,3.25,"1,376"
Main-CommonMeter,0.0005,3.25,"2,414"
Main-LongRunnerTechMarchesOn,0.0005,3.23,"2,789"
Main-FilmTheHand,0.0005,3.13,"5,417"
Main-ObituaryMontage,0.0005,3.39,"1,444"
Main-HollywoodJehovahsWitness,0.0005,3.22,"4,864"
Main-BattleOfTheBands,0.0005,3.27,"14,455"
Main-LittleBoyBlueNote,0.0005,3.34,"52,607"
Main-AlternateShowInterpretation,0.0005,3.71,"1,399"
Main-TerminologyTitle,0.0005,3.21,"1,051"
Main-NoseYodeling,0.0005,3.39,"1,118"
Main-AwardShow,0.0005,3.42,"2,925"
Main-DirectDemographic,0.0005,3.38,"1,144"
Main-LeftFieldDescription,0.0005,3.37,615
Main-LongRunnerLineUp,0.0005,3.39,"1,147"
Main-ScaryMusicianHarmlessMusic,0.0005,3.09,"4,748"
Main-ComputerGeneratedImages,0.0005,3.25,"2,055"
Main-ClimacticMusic,0.0005,3.31,"1,397"
Main-InvisibleCelebrityGuest,0.0005,3.14,"1,750"
Main-LikeABrokenRecord,0.0005,3.30,885
Main-SelfBackingVocalist,0.0005,3.35,"1,199"
Main-QuestioningTitle,0.0005,3.18,"3,003"
Main-BackyardWrestling,0.0005,3.31,875
Main-Picaresque,0.0005,3.47,"1,257"
Main-MomentOfSilence,0.0005,3.33,499
Main-DaddySystem,0.0005,3.34,524
Main-EightDeadlyWords,0.0005,3.22,767
Main-PoemFic,0.0005,3.99,206
Main-EpicInstrumentalOpener,0.0005,3.28,"1,410"
TheScrappy-OtherMedia,0.0005,2.99,"1,497"
Main-MusicalSlapstickMontage,0.0005,3.44,"1,952"
Main-HowDidWeMissThisOne,0.0005,3.58,"1,355"
Main-BrieferThanTheyThink,0.0005,3.20,"1,752"
Main-VacationDearBoy,0.0005,3.45,265
Main-NotOnTheList,0.0005,3.21,"1,103"
Main-ExperimentShow,0.0005,3.25,"8,479"
Main-MovieMultipack,0.0005,3.31,982
Main-TheEarthPrimeTheory,0.0005,3.36,362
Main-NowBuyTheMerchandise,0.0005,3.06,"9,224"
Main-HighDefinition,0.0005,3.22,"8,145"
Main-DisabledCharacterDisabledActor,0.0005,3.35,"1,418"
Main-SpringCleaningFever,0.0005,3.31,"3,242"
Main-ExpositionBomb,0.0005,3.49,311
Main-FilmFic,0.0005,3.22,716
Main-DoomedContrarian,0.0005,3.24,"3,698"
Main-BraidsOfBarbarism,0.0005,3.22,862
Main-CommercialSwitcheroo,0.0005,3.21,"6,334"
Main-MoralityBallad,0.0005,3.39,"1,563"
Main-ILoveTheSmellOfXInTheMorning,0.0005,3.09,"1,702"
Main-ThePioneer,0.0005,3.77,531
ValuesDissonance-ComicBooks,0.0005,3.16,"1,391"
ValuesDissonance-LiveActionTV,0.0005,3.02,"4,998"
Main-DeathRow,0.0005,3.57,"3,237"
Main-CheckpointCharlie,0.0005,3.19,"3,681"
Main-BizarreSeasons,0.0005,3.10,"8,714"
Main-ScreenTap,0.0005,3.25,"2,194"
Main-DoctorFrankenstein,0.0005,3.55,595
Main-SillySeason,0.0005,3.59,"1,967"
Main-AndYouThoughtItWouldFail,0.0005,3.00,"2,100"
Main-FoodEnd,0.0005,3.06,"2,197"
Main-TickTockTune,0.0005,3.40,"1,875"
WallBangers-ProfessionalWrestling,0.0005,3.07,"6,560"
Main-ArtisticStimulation,0.0004,3.24,"60,757"
Main-BreakawayAdvertisement,0.0004,3.36,"1,148"
Main-TheFourChordsOfPop,0.0004,3.64,"98,835"
Main-NoHoperRepeat,0.0004,3.23,"3,600"
Main-MatteShot,0.0004,3.33,481
Main-GrooveMetal,0.0004,3.41,"8,384"
Main-EndingAversion,0.0004,3.04,"1,716"
Main-AnsweringEcho,0.0004,3.51,693
Main-TandemParasite,0.0004,3.50,494
Main-WrongTimeTravelSavvy,0.0004,3.17,355
Main-AccusationFic,0.0004,3.22,497
Main-AWildRapperAppears,0.0004,3.27,"3,072"
TheScrappy-ComicBooks,0.0004,3.04,590
TheScrappy-LiveActionTV,0.0004,2.87,"2,134"
TheScrappy-WesternAnimation,0.0004,2.89,"1,374"
Main-OnceInABlueMoon,0.0004,3.18,"16,936"
Main-CorruptedData,0.0004,3.31,65
Main-PopCulturePunEpisodeTitle,0.0004,3.20,914
Main-Podiobooks,0.0004,3.65,"8,606"
Main-ResidentFreak,0.0004,3.49,"1,193"
Main-Ficton,0.0004,3.43,189
Main-AmateurCast,0.0004,3.37,"3,297"
Main-TheNewAdventures,0.0004,3.29,"1,517"
Main-SongParody,0.0004,3.43,"1,760"
Main-Tilt,0.0004,3.86,"32,576"
Main-Medley,0.0004,3.68,182
Main-StaticElectricity,0.0004,3.13,"2,472"
HilariousInHindsight-LiveActionTV,0.0004,2.81,"14,677"
Main-StrangerSafety,0.0004,3.25,"1,433"
Main-ANSIStandardBroadcastTVSchedule,0.0004,3.28,"9,323"
Main-TrueArtIsRealistic,0.0004,3.07,"8,928"
Main-ArmyScout,0.0004,3.35,"1,668"
Main-Textplosion,0.0004,3.32,"8,156"
Main-PonyExpressRider,0.0004,3.23,"2,116"
Main-SurfRock,0.0004,3.66,588
Main-Shiritori,0.0004,3.42,128
Main-NoHitWonder,0.0004,3.45,"2,019"
BrotherSisterIncest-Films,0.0004,3.22,"1,692"
Main-SellingTheShow,0.0004,3.57,475
Main-SuddenlySignificantCity,0.0004,3.17,"8,981"
Main-TwainsObservationOnOriginality,0.0004,3.43,981
Main-RAndB,0.0004,3.64,"25,305"
Main-ReviewBlog,0.0004,3.34,"7,270"
Main-BottomOfTheBarrelJoke,0.0004,3.32,"1,233"
Main-Krautrock,0.0004,3.76,"1,550"
Main-BRoll,0.0004,3.52,"4,057"
Main-NamedByTheAdaptation,0.0004,3.10,"18,392"
ClusterFBomb-Music,0.0004,3.30,960
Main-PhotographicBackground,0.0004,3.83,152
Main-OnlyBarelyRenewed,0.0004,3.11,"1,540"
Main-MeToo,0.0004,4.11,844
Main-SpecialEffectsEvolution,0.0004,3.11,"7,866"
Main-SecondChapterCliffhanger,0.0004,3.33,96
Main-Fancruft,0.0004,3.40,"38,212"
Main-AutomobileOpening,0.0004,3.22,"1,408"
Main-PortlandPatternRepository,0.0004,3.78,"22,658"
Main-AnonymousAuthor,0.0004,3.54,675
Main-Pan,0.0004,4.72,"3,986"
Main-DoomsdayClock,0.0004,3.31,268
Main-BigotVsBigot,0.0004,3.26,"5,633"
Main-BeforeMyTime,0.0004,3.25,374
Main-MakingTheMasterpiece,0.0004,3.53,"1,040"
Main-RockMeAmadeus,0.0004,3.35,"5,967"
Main-PostSomethingism,0.0004,3.39,641
Main-PracticalEffects,0.0004,3.31,"2,115"
Main-TextlessAlbumCover,0.0004,3.44,855
Main-PlagiarismInFiction,0.0004,3.24,"1,629"
Main-BasedOnAnAdviceBook,0.0004,3.37,"101,934"
Main-EducationalShort,0.0004,3.47,636
Main-ExpandedStatesOfAmerica,0.0004,3.24,"1,604"
Main-LegacyLaunch,0.0004,3.36,768
Main-LandingGearShot,0.0004,3.43,"20,576"
Main-SantaClausmas,0.0004,3.15,"2,757"
Fr-SubtilCommeUneEnclume,0.0004,4.23,"62,725"
Main-UltraSuperHappyCuteBabyFestFarmer3000,0.0004,3.11,"5,888"
Main-WhisperingGhosts,0.0004,3.43,469
HilariousInHindsight-Anime,0.0004,2.94,"3,950"
De-Kanon,0.0004,3.81,"43,849"
Main-Nakamania,0.0004,3.23,657
Horrible-TraditionalGames,0.0004,3.20,"1,063"
Main-MoffsLaw,0.0004,3.72,181
Main-AdaptationFirst,0.0004,3.20,"7,573"
Main-FiveYearPlan,0.0004,3.23,"1,216"
Main-ConvenientEnemyBase,0.0004,3.22,"5,817"
Main-MyspeldRokband,0.0004,3.09,"2,921"
Main-JumpingOnPoint,0.0004,3.25,722
Main-OneWomanSong,0.0004,3.28,"1,445"
Main-ReligiousRobot,0.0004,3.15,736
Main-ImportFilter,0.0004,3.09,"21,734"
Main-WebcomicPrintCollection,0.0004,3.36,634
Main-LimeyGoesToHollywood,0.0004,3.41,747
Main-TheInvisibleBand,0.0004,3.49,"1,087"
Main-WebFirst,0.0004,3.24,"5,626"
Main-MissedTheBus,0.0004,3.09,"10,856"
Main-VoiceoverClipShow,0.0004,3.94,"1,813"
Main-TVTropesAsAGatewayDrug,0.0003,2.61,"65,671"
Main-InvertedPortrait,0.0003,3.46,"1,233"
Main-ActorRoleConfusion,0.0003,3.15,"2,167"
Main-SegregatedCommercial,0.0003,3.45,169
Main-ViewersInMourning,0.0003,3.06,"3,113"
Main-FastForwardGag,0.0003,3.15,"1,063"
Main-StoryReset,0.0003,3.52,106
Main-WikipediaSyntaxer,0.0003,3.87,"14,600"
Main-BassoProfundo,0.0003,3.56,452
Main-Lurker,0.0003,3.39,"2,016"
Main-ATrueStoryInMyUniverse,0.0003,3.09,939
Main-GameMusic,0.0003,3.14,"2,489"
Main-GraffitiTown,0.0003,3.39,459
Main-Letterbox,0.0003,3.73,701
Main-AmenBreak,0.0003,3.92,86
Main-CrimeReconstruction,0.0003,3.35,"7,968"
Main-MotifMerger,0.0003,3.32,436
De-VerfehlteFangemeinde,0.0003,3.39,"525,157"
Main-EverythingExplodesEnding,0.0003,3.31,361
Main-MilestoneRedo,0.0003,3.13,"2,406"
Main-OnASoundstageAllAlong,0.0003,3.46,"7,607"
Main-CoupleBomb,0.0003,3.51,866
Main-FortyNiner,0.0003,3.59,722
Main-HollywoodGameDesign,0.0003,3.15,"1,295"
Main-FollowYourHeart,0.0003,3.37,"1,369"
Main-ChristmasInAmerica,0.0003,3.17,"4,754"
Main-CozyVoiceForCatastrophes,0.0003,3.42,672
Main-AMV,0.0003,3.33,617
DethroningMoment-ComicBooks,0.0003,3.12,"2,721"
Main-SlidingScaleOfBroadAppealVSSpecificAppeal,0.0003,3.42,"1,018"
Main-RealSoonNow,0.0003,3.33,"1,086"
Main-GreenRooming,0.0003,3.32,"1,255"
HilariousInHindsight-Others,0.0003,2.98,"3,880"
HilariousInHindsight-WesternAnimation,0.0003,2.90,"6,381"
Main-VindicatedByReruns,0.0003,3.21,776
Main-TopTenJingle,0.0003,3.51,652
Main-PrintBonus,0.0003,3.42,397
Main-SunkenCity,0.0003,3.67,90
Main-CompanyTown,0.0003,3.76,501
Main-OurIndiansAreDifferent,0.0003,3.27,"5,297"
Main-ConsolationAward,0.0003,3.41,"4,742"
Main-ThisIsASong,0.0003,3.14,"3,184"
Main-PlayerAndProtagonistIntegration,0.0003,3.14,"1,927"
Main-TheResolutionWillNotBeIdentified,0.0003,3.74,183
Main-CreditsBrandProducts,0.0003,3.33,"3,733"
Main-NostrilShot,0.0003,3.62,246
Main-PossibleWar,0.0003,3.68,208
Main-WeDontSuckAnymore,0.0003,3.31,"8,616"
