Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-FreeTheFrogs,0.0038,2.98,"83,463"
Main-RightHandAttackDog,0.0038,3.12,"4,887"
Main-DeadlyFireworksDisplay,0.0038,3.08,"6,162"
Main-SmartHouse,0.0038,3.23,"63,007"
Main-LudicrousSpeed,0.0038,3.13,"33,481"
Main-MySkullRunnethOver,0.0038,3.02,"23,562"
Main-AGlitchInTheMatrix,0.0038,3.08,"4,938"
Main-UnderwaterCity,0.0038,3.22,"9,991"
Main-FaceStealer,0.0038,3.08,"16,089"
Main-TheToothHurts,0.0038,3.16,"15,312"
Main-FantasticRomance,0.0038,3.07,"22,460"
Main-TheMirrorShowsYourTrueSelf,0.0038,3.04,"19,285"
Main-AssInALionSkin,0.0038,3.07,"26,109"
Main-HeartDrive,0.0038,3.16,"4,043"
Main-VillainPedigree,0.0038,3.07,"8,497"
Main-PsychicSurgery,0.0038,3.18,"4,421"
Main-TheUnderworld,0.0038,3.08,"17,847"
Main-ScaryLibrarian,0.0038,2.96,"34,350"
Main-PhlebotinumKilledTheDinosaurs,0.0038,2.97,"30,649"
Main-EvilMakesYouMonstrous,0.0038,3.13,"4,890"
Main-Cephalothorax,0.0038,3.10,"18,591"
Main-TheCollector,0.0037,3.03,"27,406"
Main-OneSizeFitsAll,0.0037,3.03,"18,386"
Main-NarniaTime,0.0037,3.01,"31,648"
Main-MyGrandsonMyself,0.0037,3.12,"13,151"
Main-CloneJesus,0.0037,3.09,"28,236"
Main-TheNecrocracy,0.0037,3.11,"8,191"
Main-EnemyRisingBehind,0.0037,3.16,"12,435"
Main-NotAZombie,0.0037,3.15,"7,368"
Main-RobotDog,0.0037,2.92,"54,234"
Main-BlackBugRoom,0.0037,3.08,"11,679"
Main-NewSuperPower,0.0037,3.17,"7,500"
Main-SkepticismFailure,0.0037,2.94,"47,832"
Main-ETGaveUsWiFi,0.0037,3.13,"15,291"
Main-EverythingsBetterWithKangaroos,0.0037,3.07,"26,795"
Main-SkeletonsInTheCoatCloset,0.0037,3.00,"27,854"
Main-MachineMonotone,0.0037,3.08,"11,966"
Main-PerceptionFilter,0.0037,3.15,"16,539"
Main-ExoticEquipment,0.0037,3.04,"25,879"
Main-FairestOfThemAll,0.0037,3.00,"35,868"
Main-WorldInTheSky,0.0037,3.09,"43,675"
Main-SpeculativeDocumentary,0.0037,3.22,"59,443"
Main-MySuitIsAlsoSuper,0.0037,2.93,"28,076"
Main-AndShowItToYou,0.0037,2.91,"50,394"
Main-LethalHarmlessPowers,0.0037,2.98,"22,947"
Main-TomesOfProphecyAndFate,0.0037,3.18,"6,058"
Main-AnimalJingoism,0.0037,2.89,"37,815"
Main-Pegasus,0.0037,3.02,"31,708"
Main-VolcanicVeins,0.0037,3.17,"5,666"
Main-NoisyNature,0.0037,2.99,"36,273"
Main-ElectricInstantGratification,0.0037,2.99,"19,196"
Main-HigherTechSpecies,0.0037,3.10,"13,979"
Main-RibcageRidge,0.0037,3.04,"20,100"
Main-Ouroboros,0.0037,3.06,"16,188"
Main-TwoOfYourEarthMinutes,0.0037,2.89,"33,355"
Main-BackgroundMagicField,0.0037,3.11,"46,504"
Main-UnhappyMedium,0.0037,3.16,"3,918"
Main-PhysicalReligion,0.0036,3.06,"7,061"
Main-TheBermudaTriangle,0.0036,3.19,"46,470"
Main-FlatWorld,0.0036,3.10,"15,988"
Main-NoEyeInMagic,0.0036,3.13,"9,380"
Main-RealityWritingBook,0.0036,3.17,"6,505"
Main-PortalPicture,0.0036,3.06,"23,613"
Main-IfMyCalculationsAreCorrect,0.0036,2.87,"57,663"
Main-CuriosityIsACrapshoot,0.0036,2.97,"56,058"
Main-CrustyCaretaker,0.0036,3.16,"20,355"
Main-PhlebotinumDependence,0.0036,3.12,"57,714"
Main-EverythingsMessierWithPigs,0.0036,2.92,"60,403"
Main-LukeIMightBeYourFather,0.0036,3.08,"28,911"
Main-DreamWeaver,0.0036,2.89,"53,988"
Main-BeautyToBeast,0.0036,3.09,"22,412"
Main-DoubleConsciousness,0.0036,3.05,"19,547"
Main-DesertSkull,0.0036,3.07,"36,655"
Main-GutFeeling,0.0036,3.03,"16,007"
Main-HumanitysWake,0.0036,3.11,"30,826"
Main-BewareOfHitchhikingGhosts,0.0036,3.18,"20,026"
Main-NotEvenHuman,0.0036,3.00,"11,750"
Main-GuardianEntity,0.0036,3.11,"11,324"
Main-AnimalEyeSpy,0.0036,3.22,"9,501"
Main-LoyalAnimalCompanion,0.0036,3.44,"5,575"
Main-NonhumansLackAttributes,0.0036,3.01,"32,710"
Main-ThirdEye,0.0035,3.12,"17,567"
Main-EveryoneIsASuper,0.0035,3.02,"11,574"
Main-InhumanableAlienRights,0.0035,2.90,"19,178"
Main-TongueTied,0.0035,3.10,"16,218"
Main-KillerSpaceMonkey,0.0035,3.09,"12,933"
Main-HallOfMirrors,0.0035,3.02,"41,404"
Main-SpookySilentLibrary,0.0035,3.13,"12,008"
Main-FantasticGhetto,0.0035,3.18,"9,282"
Main-PhlebotinumBattery,0.0035,3.21,"3,539"
Main-WildMagic,0.0035,3.13,"15,662"
Main-GuardingThePortal,0.0035,3.19,"3,757"
Main-HumansAreDiplomats,0.0035,3.17,"5,865"
Main-NerdInEvilsHelmet,0.0035,3.13,"4,576"
Main-RobotsEnslavingRobots,0.0035,3.13,"4,786"
Main-InfraredXrayCamera,0.0035,3.08,"18,751"
Main-ParanormalInvestigation,0.0035,3.21,"31,976"
Main-CloningGambit,0.0035,3.07,"10,604"
Main-SculptedPhysique,0.0035,3.11,"8,775"
Main-HumorlessAliens,0.0035,3.12,"7,630"
Main-GuiltFreeExterminationWar,0.0035,3.04,"9,730"
Main-MoralityDial,0.0035,3.23,"11,466"
Main-HereThereWereDragons,0.0035,3.05,"18,516"
Main-GlowingEyelightsOfUndeath,0.0035,3.09,"13,252"
Main-MotherlyScientist,0.0035,2.98,"51,251"
Main-SyntheticPlague,0.0035,3.07,"23,805"
Main-Toon,0.0035,3.10,"25,745"
Main-HarryhausenMovie,0.0034,3.17,"14,180"
Main-TyphoidMary,0.0034,3.03,"22,085"
Main-GodJob,0.0034,3.02,"13,984"
Main-MonsterOfTheAesop,0.0034,3.12,"13,335"
Main-FangThpeak,0.0034,3.18,"42,749"
Main-AlienKudzu,0.0034,3.15,"7,920"
Main-PortalBook,0.0034,3.06,"25,440"
Main-WitchDoctor,0.0034,3.00,"42,009"
Main-SealedEvilInATeddyBear,0.0034,3.08,"5,738"
Main-Masquerainment,0.0034,3.01,"7,707"
Main-LanguageOfTruth,0.0034,3.23,"2,895"
Main-GypsyCurse,0.0034,3.05,"22,744"
Main-OurRobotsAreNonstandard,0.0034,2.91,"24,797"
Main-NoCartoonFish,0.0034,3.04,"25,179"
Main-RainDance,0.0034,3.14,"13,052"
Main-NotSoSafeHarbor,0.0034,3.02,"13,867"
Main-OceanPunk,0.0034,3.00,"44,863"
Main-WhatHappenedToMommy,0.0034,3.04,"12,053"
Main-BlackEyesOfCrazy,0.0034,3.04,"38,530"
Main-TheHatMakesTheMan,0.0034,3.08,"10,278"
Main-SelkiesAndWereseals,0.0034,3.10,"112,298"
Main-PortalDoor,0.0033,3.15,"6,255"
Main-MeatPuppet,0.0033,3.25,"54,232"
Main-TheyHaveTheScent,0.0033,3.22,"7,365"
Main-WeWillNotUseStageMakeUpInTheFuture,0.0033,3.07,"12,709"
Main-PluckyMiddie,0.0033,3.13,"13,564"
Main-NumberedHomeworld,0.0033,3.12,"12,904"
Main-UpTheRealRabbitHole,0.0033,3.05,"13,786"
Main-HermitGuru,0.0033,3.07,"20,190"
Main-SkullForAHead,0.0033,3.00,"17,612"
Main-ElectronicEyes,0.0033,2.94,"56,518"
Main-NightSwimEqualsDeath,0.0033,3.17,"6,814"
Main-TrialBalloonQuestion,0.0033,3.02,"8,231"
Main-FantasticReligiousWeirdness,0.0033,3.08,"24,107"
Main-SpookyPhotographs,0.0033,2.99,"70,868"
Main-AliensStealCattle,0.0033,3.11,"22,148"
Main-Dracolich,0.0033,3.17,"13,062"
Main-PuppetPermutation,0.0033,3.01,"21,218"
Main-NuclearNasty,0.0033,3.09,"26,192"
Main-ProphetEyes,0.0033,3.00,"29,404"
Main-EndlessDaytime,0.0033,3.05,"58,858"
Main-VampireInvitation,0.0033,3.09,"11,844"
Main-FaceRevealingTurn,0.0033,3.07,"15,208"
Main-VirusVictimSymptoms,0.0033,3.15,"6,793"
Main-HybridOverkillAvoidance,0.0033,3.11,"7,698"
Main-InterspeciesFriendship,0.0033,2.95,"20,911"
Main-RunningOnAllFours,0.0033,3.17,"9,912"
Main-LittlePeople,0.0033,3.09,"17,813"
Main-CultColony,0.0033,3.10,"18,689"
Main-ImpostorExposingTest,0.0033,3.11,"7,275"
Main-CampbellCountry,0.0033,3.08,"45,937"
Main-WeWillHavePerfectHealthInTheFuture,0.0032,3.07,"17,489"
Main-CatsAreSuperior,0.0032,3.07,"22,285"
Main-OneMythToRuleThemAll,0.0032,3.22,"3,359"
Main-ITasteDelicious,0.0032,2.94,"34,804"
Main-TheWallsHaveEyes,0.0032,3.10,"26,222"
Main-TerraDeforming,0.0032,3.09,"10,055"
Main-SuperpoweredAlterEgo,0.0032,3.17,"4,930"
Main-EvilPhone,0.0032,3.13,"65,872"
Main-ItsTheOnlyWayToBeSure,0.0032,3.07,"8,858"
Main-MotherOfAThousandYoung,0.0032,3.18,"6,883"
Main-HistoricalFantasy,0.0032,3.01,"95,639"
Main-OffscreenAfterlife,0.0032,3.05,"31,999"
Main-OrpheanRescue,0.0032,3.09,"12,514"
Main-PetBabyWildAnimal,0.0032,3.12,"13,425"
Main-TheFogOfAges,0.0032,3.06,"11,280"
Main-KitschCollection,0.0032,3.10,"17,888"
Main-FetalPositionRebirth,0.0032,3.04,"10,135"
Main-TalksToSquirrels,0.0032,3.08,"3,872"
Main-PermaShave,0.0032,3.17,"5,403"
Main-RePower,0.0032,3.09,"26,093"
Main-SecretArt,0.0032,3.31,"4,463"
Main-MuckMonster,0.0032,3.07,"8,727"
Main-TheCallPutMeOnHold,0.0031,2.92,"23,700"
Main-HitSoHardTheCalendarFeltIt,0.0031,3.09,"11,332"
Main-WorldShapes,0.0031,3.09,"16,315"
Main-NeverBeAHero,0.0031,3.05,"11,441"
Main-NeverTrustAHairTonic,0.0031,3.16,"30,244"
Main-MarionetteMotion,0.0031,3.24,"14,432"
Main-MagicDance,0.0031,3.02,"24,033"
Main-UndeadAuthor,0.0031,3.08,"10,742"
Main-PhlebotinumBomb,0.0031,3.00,"14,492"
Main-MassTeleportation,0.0031,2.91,"53,268"
Main-OurBansheesAreLouder,0.0031,3.03,"54,641"
Main-OpenTheIris,0.0031,3.21,"5,080"
Main-FlatlinePlotline,0.0031,3.17,"8,095"
Main-AcheyScars,0.0031,3.24,"4,177"
Main-AbandonedArea,0.0031,3.14,"34,133"
Main-BenevolentPrecursors,0.0031,3.12,"5,468"
Main-DesignerBabies,0.0031,3.05,"15,646"
Main-TearsFromAStone,0.0031,3.06,"12,052"
Main-NoSuchThingAsWizardJesus,0.0031,2.97,"20,754"
Main-WhenThePlanetsAlign,0.0031,3.05,"20,909"
Main-ShowingOffThePerilousPowerSource,0.0031,3.15,"5,687"
Main-BodyMotifs,0.0031,3.00,"19,075"
Main-ShrinkRay,0.0031,3.08,"11,712"
Main-Multiboobage,0.0030,3.12,"12,164"
Main-RandomEffectSpell,0.0030,3.21,"4,378"
Main-TearOffYourFace,0.0030,3.06,"50,431"
Main-EvilMakesYouUgly,0.0030,3.12,"17,989"
Main-WizardBeard,0.0030,3.10,"10,593"
Main-FogOfDoom,0.0030,3.09,"10,840"
Main-ChasteToons,0.0030,3.05,"14,577"
Main-IntrinsicVow,0.0030,3.14,"7,072"
Main-TheCommandments,0.0030,3.10,"23,098"
Main-WistfulAmnesia,0.0030,3.16,"4,784"
Main-HumanoidFemaleAnimal,0.0030,2.95,"41,296"
Main-GhostMemory,0.0030,2.97,"32,956"
Main-World-WreckingWave,0.0030,2.96,"12,793"
Main-UtilityMagic,0.0030,3.18,"6,380"
Main-TheProblemWithFightingDeath,0.0030,3.12,"6,791"
Main-ThematicRoguesGallery,0.0030,2.86,"18,340"
Main-OneCurseLimit,0.0030,3.24,"2,823"
Main-AnimalReactionShot,0.0030,3.16,"7,853"
Main-PinealWeirdness,0.0030,2.97,"21,320"
Main-FantasyAxisOfEvil,0.0030,3.00,"7,933"
Main-ReplicantSnatching,0.0030,2.93,"400,414"
Main-SerialProstheses,0.0030,3.10,"3,362"
Main-MonsterLord,0.0030,3.10,"5,580"
Main-HADToBeSharp,0.0030,3.23,"2,664"
Main-CreepyCleanliness,0.0030,3.13,"51,994"
Main-EasternZodiac,0.0030,3.07,"54,132"
Main-BrainCriticalMass,0.0030,3.04,"12,792"
Main-DoingResearch,0.0030,3.18,"1,483"
Main-WonderDog,0.0030,3.19,"9,119"
Main-PurpleIsTheNewBlack,0.0030,3.21,"5,027"
Main-OnlyFatalToAdults,0.0030,3.10,"25,763"
Main-BadMoonRising,0.0030,3.08,"11,367"
Main-HowlOfSorrow,0.0030,3.01,"53,245"
Main-SupernaturalAngst,0.0030,3.13,"5,855"
Main-LieToTheBeholder,0.0030,2.99,"39,909"
Main-Chupacabra,0.0029,3.08,"31,814"
Main-CanisMajor,0.0029,3.01,"33,193"
Main-HollywoodExorcism,0.0029,3.09,"45,212"
Main-Dogfaces,0.0029,3.22,"34,823"
Main-TrophyRoom,0.0029,3.10,"14,117"
Main-SchmuckBanquet,0.0029,3.00,"9,521"
Main-IndividualityIsIllegal,0.0029,3.14,"9,825"
Main-MundaneAfterlife,0.0029,3.20,"10,508"
Main-FaceHugger,0.0029,3.41,"2,230"
Main-EvilMask,0.0029,3.04,"11,097"
Main-Hachiko,0.0029,3.21,"3,772"
Main-CreepyCentipedes,0.0029,2.99,"17,468"
Main-TheMonolith,0.0029,3.17,"8,899"
Main-SummonEverymanHero,0.0029,3.04,"27,098"
Main-CantTakeAnythingWithYou,0.0029,3.14,"17,216"
Main-OpenHeartDentistry,0.0029,3.07,"13,257"
Main-DeceptivelyHumanRobots,0.0029,3.25,"6,965"
Main-Twinmaker,0.0029,3.06,"12,849"
Main-MatterReplicator,0.0029,3.19,"9,310"
Main-InsufficientlyAdvancedAlien,0.0029,3.06,"31,324"
Main-BeautifulVoid,0.0029,3.00,"66,704"
Main-ImpossibleShadowPuppets,0.0029,3.17,"5,519"
Main-CuteGiant,0.0029,3.14,"12,762"
Main-GhostlyChill,0.0029,3.08,"37,499"
Main-ScreamerTrailer,0.0029,3.10,"29,649"
Main-AlienAutopsy,0.0029,3.05,"20,233"
Main-ThoroughlyMistakenIdentity,0.0029,2.98,"34,974"
Main-HumanSubspecies,0.0029,2.93,"59,838"
Main-CureForCancer,0.0029,3.13,"11,892"
Main-TheMetaverse,0.0029,3.45,"61,819"
Main-MetamorphosisMonster,0.0029,3.27,"1,208"
Main-BizarreHumanBiology,0.0029,3.12,"5,877"
Main-SawAWomanInHalf,0.0029,3.04,"26,954"
Main-CreationMyth,0.0029,3.19,"17,422"
Main-WingedUnicorn,0.0029,3.03,"18,482"
Main-ReflectiveEyes,0.0029,3.17,"4,761"
Main-YouSexyBeast,0.0029,3.09,"14,861"
Main-DystopianEdict,0.0029,3.02,"45,734"
Main-Robinsonade,0.0029,3.19,"26,904"
Main-BurningWithAnger,0.0028,2.96,"22,138"
Main-EntropyAndChaosMagic,0.0028,3.23,"8,638"
Main-FoodChainOfEvil,0.0028,3.09,"29,584"
Main-GuardianAngel,0.0028,3.14,"15,119"
Main-DoingInTheScientist,0.0028,3.11,"5,540"
Main-PullARabbitOutOfMyHat,0.0028,3.11,"12,504"
Main-HalloweenCosplay,0.0028,3.00,"31,229"
Main-NoInfantileAmnesia,0.0028,3.07,"11,300"
Main-SendInTheSearchTeam,0.0028,3.09,"17,148"
Main-MonsterRoommate,0.0028,3.11,"7,844"
Main-Magick,0.0028,3.11,"20,033"
Main-TrickingTheShapeshifter,0.0028,3.08,"3,780"
Main-SelfHarm,0.0028,3.10,"27,318"
Main-PowerMakeover,0.0028,3.40,"2,223"
Main-MadEye,0.0028,3.13,"12,065"
Main-ArtifactCollectionAgency,0.0028,3.20,"4,286"
Main-ThatWasTheLastEntry,0.0028,3.17,"5,459"
Main-MetaphysicalFuel,0.0028,3.11,"1,804"
Main-SentientPhlebotinum,0.0028,3.25,"1,758"
Main-NicknamingTheEnemy,0.0028,3.20,"4,164"
Main-WhatDoTheyFearEpisode,0.0028,2.93,"35,065"
Main-HarmfulHealing,0.0028,2.97,"13,870"
Main-TheMagicVersusTechnologyWar,0.0028,2.89,"312,500"
Main-TragicMulatto,0.0028,3.16,"14,046"
Main-TheShadowKnows,0.0028,3.07,"8,943"
Main-FunctionalGenreSavvy,0.0028,3.35,981
Main-PlagueOfGoodFortune,0.0028,2.98,"18,085"
Main-TranshumanAliens,0.0028,3.07,"57,180"
Main-EnemiesWithDeath,0.0027,3.11,"8,362"
Main-ArtAttacker,0.0027,3.10,"6,441"
Main-FearlessUndead,0.0027,3.24,"3,624"
Main-DisappearingBox,0.0027,3.06,"24,254"
Main-ContagiousAI,0.0027,2.99,"15,646"
Main-GiantEyeOfDoom,0.0027,2.86,"41,259"
Main-EndangeredSpecies,0.0027,3.19,"6,009"
Main-AllGhoulsSchool,0.0027,3.19,"8,559"
Main-IngestingKnowledge,0.0027,3.04,"53,609"
Main-SoiledCityOnAHill,0.0027,3.10,"13,026"
Main-MagicGenetics,0.0027,3.08,"7,453"
Main-LivingBattery,0.0027,3.19,"2,111"
Main-DeityOfHumanOrigin,0.0027,2.98,"21,095"
Main-HungryJungle,0.0027,3.07,"17,587"
Main-NearlyNormalAnimal,0.0027,3.13,"21,111"
Main-SecretGovernmentWarehouse,0.0027,3.03,"20,563"
Main-ShoulderSizedDragon,0.0027,3.15,"77,601"
Main-MotherNature,0.0027,3.26,"6,640"
Main-PersonalityChip,0.0027,3.00,"22,012"
Main-MagicMushroom,0.0027,3.12,"17,514"
Main-SlidingScaleOfVampireFriendliness,0.0027,2.98,"36,290"
Main-MagicIsAMonsterMagnet,0.0027,3.15,"4,975"
Main-ChristmasElves,0.0027,3.17,"11,336"
Main-AllGenesAreCodominant,0.0027,3.07,"13,077"
Main-ShapeShifterMashup,0.0027,3.20,"4,488"
Main-NewEden,0.0027,2.94,"31,675"
Main-LandmarkOfLore,0.0027,3.11,"19,516"
Main-LotusPosition,0.0027,3.10,"11,089"
Main-SpySatellites,0.0027,3.04,"18,258"
Main-TribalFacePaint,0.0027,3.13,"13,023"
Main-ShouldntWeBeInSchoolRightNow,0.0027,2.94,"32,847"
Main-NearDeathClairvoyance,0.0026,3.13,"8,249"
Main-SensorCharacter,0.0026,3.25,"1,573"
Main-FollowTheWhiteRabbit,0.0026,3.34,"49,392"
Main-AnimalEyes,0.0026,3.04,"18,663"
Main-StandardSciFiHistory,0.0026,3.13,"6,437"
Main-BlindJump,0.0026,2.97,"17,548"
Main-ShamgriLa,0.0026,3.14,"14,119"
Main-NeverGrewUp,0.0026,3.21,"6,057"
Main-CapeWings,0.0026,3.17,"3,750"
Main-Ultraterrestrials,0.0026,3.05,"12,262"
Main-InvisibleMainCharacter,0.0026,3.10,"13,888"
Main-JustWhistle,0.0026,2.99,"21,645"
Main-KangarooPouchRide,0.0026,3.16,"12,175"
Main-HissBeforeFleeing,0.0026,2.99,"334,381"
Main-RaptorAttack,0.0026,3.07,"79,537"
Main-DeadlyNosebleed,0.0026,3.27,"4,267"
Main-InYourNatureToDestroyYourselves,0.0026,3.08,"11,023"
Main-WildWilderness,0.0026,3.32,"19,948"
Main-AutomatedAutomobiles,0.0026,2.93,"30,814"
Main-PlatonicCave,0.0026,3.07,"17,179"
Main-IfJesusThenAliens,0.0026,3.09,"9,365"
Main-LivingOnBorrowedTime,0.0026,2.97,"25,930"
Main-SwarmOfRats,0.0026,3.10,"13,272"
Main-MonstrosityEqualsWeakness,0.0026,3.05,"8,578"
Main-ItIsDehumanizing,0.0026,3.06,"41,192"
Main-MethuselahSyndrome,0.0026,3.01,"22,809"
Main-BugBuzz,0.0026,3.27,"10,225"
Main-FightOffTheKryptonite,0.0026,3.16,"57,632"
Main-SuperCop,0.0026,2.97,"23,338"
Main-AllTheoriesAreTrue,0.0026,3.06,"7,997"
Main-NewAge,0.0026,3.17,"16,063"
Main-PinchMe,0.0026,3.13,"11,377"
Main-InsanityImmunity,0.0026,3.09,"6,374"
Main-ZombieAdvocate,0.0026,3.11,"9,816"
Main-ShatteredWorld,0.0026,3.01,"28,497"
Main-PlotSensitiveItems,0.0025,3.23,"1,953"
Main-DisposableVagrant,0.0025,2.95,"25,929"
Main-SpaceMadness,0.0025,2.98,"30,552"
Main-TheDeadCanDance,0.0025,3.06,"52,531"
Main-FakedRipVanWinkle,0.0025,3.02,"21,854"
Main-GasLeakCoverup,0.0025,3.12,"9,985"
Main-TheHypnotoad,0.0025,3.21,"4,073"
Main-TheAestheticsOfTechnology,0.0025,3.02,"28,039"
Main-ButWhatAboutTheAstronauts,0.0025,3.02,"21,268"
Main-FlipPersonality,0.0025,3.18,"3,168"
Main-SubbingForSanta,0.0025,3.14,"43,089"
Main-MuggleBornOfMages,0.0025,3.01,"18,322"
Main-GenerationShips,0.0025,3.09,"9,958"
Main-PrimordialChaos,0.0025,3.11,"13,462"
Main-FatCat,0.0025,3.30,"6,308"
Main-WaxMuseumMorgue,0.0025,3.07,"26,918"
Main-SuperToughness,0.0025,3.12,"5,194"
Main-ScannableMan,0.0025,3.00,"15,414"
Main-SpookyPainting,0.0025,2.97,"53,570"
Main-InsubstantialIngredients,0.0025,3.11,"38,237"
Main-UnSorcerer,0.0025,3.13,"13,654"
Main-UniversalUniverseTime,0.0025,2.98,"15,028"
Main-RobotReligion,0.0025,3.08,"11,064"
Main-AtlantisIsBoring,0.0025,2.97,"33,459"
Main-ChemistryCanDoAnything,0.0025,3.45,856
Main-PlacebotinumEffect,0.0025,3.15,"6,708"
Main-TheWormGuy,0.0025,3.14,"9,473"
Main-SolarCPR,0.0025,3.11,"24,479"
Main-BloodyBowelsOfHell,0.0025,2.97,"21,264"
Main-BabaYaga,0.0025,3.30,"3,893"
Main-MutuallyExclusiveMagic,0.0025,3.11,"12,277"
Main-TeenageMutantSamuraiWombats,0.0025,3.07,"10,266"
Main-ComputerVoice,0.0025,2.98,"34,605"
Main-ChildEater,0.0025,3.04,"8,747"
Main-MageInManhattan,0.0025,3.12,"9,504"
Main-PrehistoricMonster,0.0025,3.09,"198,002"
Main-TeethFlying,0.0025,3.07,"12,436"
Main-SpaceSailing,0.0025,3.12,"51,862"
Main-HomicideMachines,0.0024,3.20,"9,126"
Main-DecoyGetaway,0.0024,3.06,"4,989"
Main-HiveCasteSystem,0.0024,3.12,"3,577"
Main-ThoseMagnificentFlyingMachines,0.0024,3.05,"21,278"
Main-MadeOfMagic,0.0024,3.06,"15,492"
Main-ImprobablyHighIQ,0.0024,3.02,"62,538"
Main-NinjaSchool,0.0024,3.25,"2,554"
Main-LivingRelic,0.0024,3.12,"7,316"
Main-GhostLights,0.0024,3.15,"44,908"
Main-AllergicToEvil,0.0024,3.16,"4,642"
Main-LostTribe,0.0024,3.25,"10,388"
Main-MagicalSociety,0.0024,3.21,"5,322"
Main-MasterofYourDomain,0.0024,3.22,"4,588"
Main-GodlySidestep,0.0024,3.16,"4,519"
Main-FullyDressedCartoonAnimal,0.0024,3.10,"58,673"
Main-AdventuresInComaland,0.0024,3.15,"7,317"
Main-EggMacGuffin,0.0024,3.05,"33,586"
Main-MultiarmedMultitasking,0.0024,3.05,"7,365"
Main-WearingTheCape,0.0024,3.29,"3,308"
Main-TheOneWhoWearsShoes,0.0024,3.21,"15,465"
Main-BeastFable,0.0024,3.19,"7,804"
Main-SheepInWolfsClothing,0.0024,3.09,"9,334"
Main-FantasticFoxes,0.0024,3.21,"30,992"
Main-CryptidEpisode,0.0024,3.11,"11,798"
Main-DepartureMeansDeath,0.0024,3.42,"2,885"
Main-RecurringDreams,0.0024,3.20,"9,113"
Main-HolyBacklight,0.0024,3.10,"10,747"
Main-AttackOfTheMonsterAppendage,0.0024,3.03,"10,006"
Main-Kappa,0.0024,3.06,"13,030"
Main-DyeOrDie,0.0024,3.18,"5,826"
Main-FrazettaMan,0.0024,3.23,"5,428"
Main-AlchemyIsMagic,0.0024,3.06,"20,342"
Main-BenevolentAlienInvasion,0.0024,3.03,"16,366"
Main-CoolButStupid,0.0024,3.26,"1,327"
Main-PureMagicBeing,0.0024,3.31,"1,987"
Main-FantasticMeasurementSystem,0.0024,3.08,"16,359"
Main-CapitalLettersAreMagic,0.0024,3.09,"16,839"
Main-HeroicHost,0.0024,3.05,"22,710"
Main-FeverDreamEpisode,0.0024,3.00,"25,054"
Main-ScarecrowSolution,0.0024,3.13,"6,186"
Main-HeinzHybrid,0.0024,2.96,"30,057"
Main-WaddlingHead,0.0024,3.02,"56,496"
Main-OrificeEvacuation,0.0024,3.14,"19,038"
Main-AlluringAnglerfish,0.0024,3.11,"7,669"
Main-OccultLawFirm,0.0024,3.14,"7,152"
Main-GrowingMusclesSequence,0.0024,3.00,"59,478"
Main-RiverOfInsanity,0.0023,3.06,"35,458"
Main-ServantRace,0.0023,3.11,"54,552"
Main-BabyPlanet,0.0023,3.01,"25,670"
Main-InventorOfTheMundane,0.0023,3.10,"30,917"
Main-NotOfThisEarth,0.0023,3.15,"7,611"
Main-KlaatuBaradaNikto,0.0023,2.98,"13,647"
Main-PaintedTunnelRealTrain,0.0023,3.10,"13,856"
Main-PhlebotinumDuJour,0.0023,3.25,"4,544"
Main-TalkingPoo,0.0023,3.05,"18,759"
Main-WhatWeNowKnowToBeTrue,0.0023,3.31,"3,632"
Main-TheTunguskaEvent,0.0023,3.08,"9,162"
Main-ALightInTheDistance,0.0023,3.07,"11,208"
Main-HopeSproutsEternal,0.0023,3.07,"26,755"
Main-CosmicEgg,0.0023,3.26,"4,921"
Main-MagicalAbortion,0.0023,3.27,"1,819"
Main-Cyclops,0.0023,2.94,"24,632"
Main-TokenNonhuman,0.0023,2.97,"57,159"
Main-CirclesOfHell,0.0023,3.02,"19,459"
Main-DreamSpying,0.0023,3.26,"3,266"
Main-LayeredWorld,0.0023,3.13,"9,969"
Main-SuperDoc,0.0023,3.11,"8,637"
Main-ImmortalityHurts,0.0023,2.90,"102,519"
Main-TeleportationSickness,0.0023,3.18,"4,980"
Main-WingPull,0.0023,3.01,"21,360"
Main-BizarreBabyBoom,0.0023,3.07,"11,303"
Main-InHarmonyWithNature,0.0023,3.07,"35,435"
Main-MoleMen,0.0023,3.09,"11,313"
Main-VoodooDoll,0.0022,3.29,"4,929"
Main-ObsoleteMentor,0.0022,3.04,"11,780"
Main-ProudScholarRaceGuy,0.0022,3.06,"6,297"
Main-HowToGiveACharacterSuperpowers,0.0022,3.13,"7,247"
Main-TheImmune,0.0022,3.12,"9,362"
Main-HorsingAround,0.0022,3.20,"5,395"
Main-OldDarkHouse,0.0022,3.12,"46,247"
Main-Cross-MeltingAura,0.0022,3.17,"9,833"
Main-NonMammalianHair,0.0022,3.12,"15,781"
Main-AnimalsNotToScale,0.0022,3.00,"29,799"
Main-TinCanRobot,0.0022,3.06,"20,749"
Main-EatMe,0.0022,3.03,"19,117"
Main-SecondLawMyAss,0.0022,3.04,"20,263"
Main-IRejectYourReality,0.0022,3.08,"10,630"
Main-InhumanHuman,0.0022,3.04,"6,368"
Main-WeldTheLock,0.0022,3.21,"2,388"
Main-AugmentedReality,0.0022,3.25,"25,748"
Main-ColdSleepColdFuture,0.0022,3.01,"50,250"
Main-GrandpaGod,0.0022,2.97,"22,927"
