"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"8450","wasn","wasn","4.63","1.2697"
"8451","zij","zij","4.63","1.4676"
"8452","#mm","#mm","4.62","1.4553"
"8453","**municipal","**municipal","4.62","1.3536"
"8454","@joejonas","@joejonas","4.62","1.427"
"8455","@nickjonas","@nickjonas","4.62","1.5635"
"8456","altijd","altijd","4.62","1.3231"
"8457","bull","bull","4.62","1.3076"
"8458","bureau","bureau","4.62","1.2919"
"8459","dick","dick","4.62","1.783"
"8460","diet","diet","4.62","1.7248"
"8461","gasoline","gasoline","4.62","1.4553"
"8462","gov","gov","4.62","1.4968"
"8463","governments","governments","4.62","1.701"
"8464","gray","gray","4.62","1.3384"
"8465","holes","holes","4.62","0.9666"
"8466","holler","holler","4.62","1.427"
"8467","lease","lease","4.62","1.2599"
"8468","lebanon","lebanon","4.62","1.3536"
"8469","noone","noone","4.62","1.3981"
"8470","ol'","ol'","4.62","1.6022"
"8471","out","out","4.62","1.0476"
"8472","palestinian","palestinian","4.62","1.6022"
"8473","past","past","4.62","1.6022"
"8474","peasants","peasants","4.62","1.6149"
"8475","pigs","pigs","4.62","2.0293"
"8476","pressed","pressed","4.62","1.3076"
"8477","serbs","serbs","4.62","1.3686"
"8478","short-term","short-term","4.62","1.3076"
"8479","wid","wid","4.62","1.0669"
"8480","year-ago","year-ago","4.62","1.4553"
"8481","atomic","atomic","4.61","1.789"
"8482","daze","daze","4.61","1.4407"
"8483","feds","feds","4.61","2.1967"
"8484","ib","ib","4.61","1.3967"
"8485","jij","jij","4.61","1.1331"
"8486","inspection","inspection","4.61","1.5506"
"8487","dit","dit","4.6","1.2839"
"8488","76th","76th","4.6","1.088"
"8489","bind","bind","4.6","1.7843"
"8490","bound","bound","4.6","1.3553"
"8491","bruh","bruh","4.6","1.1952"
"8492","commercial","commercial","4.6","1.6162"
"8493","dar","dar","4.6","1.2122"
"8494","differences","differences","4.6","1.3997"
"8495","fiscal","fiscal","4.6","1.3553"
"8496","flames","flames","4.6","1.8736"
"8497","half","half","4.6","1.0102"
"8498","ik","ik","4.6","0.9476"
"8499","jg","jg","4.6","1.069"
"8500","later","later","4.6","1.3553"
"8501","lemme","lemme","4.6","1.1249"
"8502","li","li","4.6","1.1606"
"8503","little","little","4.6","1.3401"
"8504","mal","mal","4.6","1.3702"
"8505","nme","nme","4.6","0.7825"
"8506","nunca","nunca","4.6","1.0302"
"8507","obligation","obligation","4.6","1.4142"
"8508","pretax","pretax","4.6","1.4569"
"8509","q","q","4.6","0.9689"
"8510","recall","recall","4.6","2.2768"
"8511","sack","sack","4.6","1.4983"
"8512","shawty","shawty","4.6","1.7496"
"8513","sticky","sticky","4.6","1.3248"
"8514","tight","tight","4.6","1.2454"
"8515","trigger","trigger","4.6","1.9483"
"8516","under","under","4.6","1.3093"
"8517","used","used","4.6","1.4846"
"8518","vs","vs","4.6","0.833"
"8519","was","was","4.6","0.8081"
"8520","bark","bark","4.59","1.8475"
"8521","disguise","disguise","4.59","1.3832"
"8522","gots","gots","4.59","1.4849"
"8523","och","och","4.59","1.0977"
"8524","seldom","seldom","4.59","1.5187"
"8525","dir","dir","4.58","0.9416"
"8526","tarde","tarde","4.58","1.4267"
"8527","@revrunwisdom","@revrunwisdom","4.58","1.3566"
"8528","aan","aan","4.58","1.3415"
"8529","als","als","4.58","1.0897"
"8530","although","although","4.58","1.3262"
"8531","bgt","bgt","4.58","1.2469"
"8532","busy","busy","4.58","1.8305"
"8533","c-includes","c-includes","4.58","1.2792"
"8534","cit","cit","4.58","1.2137"
"8535","congressional","congressional","4.58","1.7507"
"8536","differ","differ","4.58","1.3415"
"8537","emo","emo","4.58","1.3864"
"8538","excuse","excuse","4.58","1.5265"
"8539","fighter","fighter","4.58","1.6548"
"8540","gtgt","gtgt","4.58","1.4441"
"8541","gunna","gunna","4.58","1.1968"
"8542","hazy","hazy","4.58","1.4859"
"8543","hit","hit","4.58","1.808"
"8544","insisted","insisted","4.58","1.3415"
"8545","inspector","inspector","4.58","1.3107"
"8546","institution","institution","4.58","1.5791"
"8547","jigga","jigga","4.58","1.3716"
"8548","jurors","jurors","4.58","1.401"
"8549","kom","kom","4.58","1.2137"
"8550","lls","lls","4.58","1.4299"
"8551","lock","lock","4.58","1.012"
"8552","police","police","4.58","1.8526"
"8553","radical","radical","4.58","1.6174"
"8554","saudi","saudi","4.58","1.4299"
"8555","senator","senator","4.58","1.4299"
"8556","stops","stops","4.58","1.2137"
"8557","whatever","whatever","4.58","0.9916"
"8558","durch","durch","4.57","1.472"
"8559","unreal","unreal","4.57","1.6708"
"8560","zal","zal","4.57","1.1902"
"8561","dose","dose","4.56","1.5004"
"8562","uit","uit","4.56","1.3824"
"8563","#idothat2","#idothat2","4.56","1.6922"
"8564","-p","-p","4.56","1.2149"
"8565","@jordanknight","@jordanknight","4.56","1.3118"
"8566","ads","ads","4.56","1.8424"
"8567","anymore","anymore","4.56","1.1634"
"8568","auf","auf","4.56","1.1457"
"8569","blade","blade","4.56","1.6183"
"8570","blues","blues","4.56","1.9811"
"8571","bout","bout","4.56","1.3273"
"8572","boxing","boxing","4.56","1.8534"
"8573","broker","broker","4.56","1.567"
"8574","bust","bust","4.56","1.6433"
"8575","crunk","crunk","4.56","1.728"
"8576","gon","gon","4.56","1.198"
"8577","grey","grey","4.56","1.6433"
"8578","hoe","hoe","4.56","1.198"
"8579","kuwait","kuwait","4.56","1.6801"
"8580","merely","merely","4.56","1.1457"
"8581","outta","outta","4.56","1.1278"
"8582","queda","queda","4.56","1.1457"
"8583","seh","seh","4.56","1.5005"
"8584","stoned","stoned","4.56","2.2054"
"8585","w/o","w/o","4.56","1.2961"
"8586","yg","yg","4.56","1.0529"
"8587","separately","separately","4.55","1.5147"
"8588","uhh","uhh","4.55","1.2427"
"8589","gaat","gaat","4.55","1.2912"
"8590","appendix","appendix","4.54","1.237"
"8591","#epicpetwars","#epicpetwars","4.54","1.1988"
"8592","#formspringme","#formspringme","4.54","1.2324"
"8593","#shoutout","#shoutout","4.54","1.7168"
"8594","arbitrary","arbitrary","4.54","1.5012"
"8595","axe","axe","4.54","1.8649"
"8596","beneath","beneath","4.54","1.1287"
"8597","bit","bit","4.54","1.1287"
"8598","blocks","blocks","4.54","1.4172"
"8599","bom","bom","4.54","1.4598"
"8600","caused","caused","4.54","0.9082"
"8601","command","command","4.54","1.5806"
"8602","conn","conn","4.54","1.4316"
"8603","conservative","conservative","4.54","1.9505"
"8604","depois","depois","4.54","1.3433"
"8605","eh","eh","4.54","1.1988"
"8606","er","er","4.54","1.1104"
"8607","gah","gah","4.54","1.3734"
"8608","gut","gut","4.54","1.073"
"8609","hw","hw","4.54","1.1817"
"8610","ima","ima","4.54","1.2324"
"8611","institutional","institutional","4.54","1.94"
"8612","iv","iv","4.54","1.6686"
"8613","ludacris","ludacris","4.54","1.7521"
"8614","narrow","narrow","4.54","0.9941"
"8615","oder","oder","4.54","1.2651"
"8616","pending","pending","4.54","1.2651"
"8617","pirate","pirate","4.54","2.2058"
"8618","prolly","prolly","4.54","1.1988"
"8619","regulation","regulation","4.54","1.4598"
"8620","rs","rs","4.54","1.4737"
"8621","senators","senators","4.54","1.7286"
"8622","sheesh","sheesh","4.54","1.5147"
"8623","terms","terms","4.54","1.0539"
"8624","twisting","twisting","4.54","1.4028"
"8625","urged","urged","4.54","1.2969"
"8626","chains","chains","4.53","1.769"
"8627","chloride","chloride","4.53","1.5425"
"8628","waits","waits","4.53","1.2433"
"8629","6am","6am","4.52","1.6689"
"8630","blew","blew","4.52","1.4741"
"8631","clique","clique","4.52","1.9085"
"8632","crucial","crucial","4.52","1.5418"
"8633","dependent","dependent","4.52","1.6066"
"8634","former","former","4.52","1.432"
"8635","gak","gak","4.52","1.3285"
"8636","hadn","hadn","4.52","1.1471"
"8637","investigations","investigations","4.52","1.2974"
"8638","leave","leave","4.52","1.3285"
"8639","muss","muss","4.52","1.0736"
"8640","omfg","omfg","4.52","2.0726"
"8641","previously","previously","4.52","1.3285"
"8642","rule","rule","4.52","1.5285"
"8643","shud","shud","4.52","1.1993"
"8644","small","small","4.52","1.3589"
"8645","und","und","4.52","1.1471"
"8646","utterly","utterly","4.52","1.7052"
"8647","weight","weight","4.52","1.555"
"8648","cocked","cocked","4.51","1.6971"
"8649","daar","daar","4.51","1.3559"
"8650","pill","pill","4.51","1.6473"
"8651","@iamdiddy","@iamdiddy","4.5","1.8979"
"8652","ages","ages","4.5","1.4604"
"8653","arab","arab","4.5","1.594"
"8654","corporations","corporations","4.5","1.6194"
"8655","disposed","disposed","4.5","1.7291"
"8656","distance","distance","4.5","1.3132"
"8657","dong","dong","4.5","1.3887"
"8658","few","few","4.5","0.8864"
"8659","govt","govt","4.5","1.8654"
"8660","nah","nah","4.5","1.1294"
"8661","outst","outst","4.5","1.1473"
"8662","palestinians","palestinians","4.5","1.1995"
"8663","prob","prob","4.5","1.1112"
"8664","randomly","randomly","4.5","1.1294"
"8665","regulatory","regulatory","4.5","1.488"
"8666","reverse","reverse","4.5","1.1112"
"8667","sangre","sangre","4.5","1.233"
"8668","temporary","temporary","4.5","1.3439"
"8669","goo","goo","4.49","1.5859"
"8670","couldn","couldn","4.49","1.7335"
"8671","army","army","4.48","2.0126"
"8672","blow","blow","4.48","1.7407"
"8673","bs","bs","4.48","1.3285"
"8674","despite","despite","4.48","1.3438"
"8675","dunno","dunno","4.48","1.2974"
"8676","elections","elections","4.48","1.5285"
"8677","essays","essays","4.48","1.787"
"8678","grabbed","grabbed","4.48","1.7052"
"8679","heck","heck","4.48","1.3886"
"8680","hidden","hidden","4.48","1.432"
"8681","issue","issue","4.48","1.4032"
"8682","lehman","lehman","4.48","1.313"
"8683","ms","ms","4.48","1.555"
"8684","negroes","negroes","4.48","2.0428"
"8685","nuthin","nuthin","4.48","1.4741"
"8686","snoop","snoop","4.48","1.7984"
"8687","y","y","4.48","1.1648"
"8688","ashes","ashes","4.47","1.959"
"8689","commanded","commanded","4.47","1.5956"
"8690","nerves","nerves","4.47","1.6968"
"8691","spill","spill","4.47","1.6845"
"8692","craving","craving","4.46","1.4598"
"8693","crowds","crowds","4.46","1.8975"
"8694","gats","gats","4.46","1.6686"
"8695","hammer","hammer","4.46","1.5414"
"8696","isn't","isn't","4.46","1.073"
"8697","kicks","kicks","4.46","1.5677"
"8698","lecture","lecture","4.46","1.4316"
"8699","neither","neither","4.46","1.2811"
"8700","ol","ol","4.46","1.3433"
"8701","plastic","plastic","4.46","1.2811"
"8702","politics","politics","4.46","1.7637"
"8703","required","required","4.46","1.3734"
"8704","rigid","rigid","4.46","1.6062"
"8705","rumble","rumble","4.46","1.6563"
"8706","scarcely","scarcely","4.46","1.4028"
"8707","short","short","4.46","1.1466"
"8708","shorter","shorter","4.46","1.1643"
"8709","shy","shy","4.46","1.7404"
"8710","skool","skool","4.46","1.7867"
"8711","thrown","thrown","4.46","1.1643"
"8712","tossed","tossed","4.46","1.4875"
"8713","tricky","tricky","4.46","1.5806"
"8714","compelled","compelled","4.45","1.2758"
"8715","infantry","infantry","4.45","2.0823"
"8716","auch","auch","4.44","1.1457"
"8717","bail","bail","4.44","1.7162"
"8718","blank","blank","4.44","0.8369"
"8719","bottom","bottom","4.44","1.3273"
"8720","busta","busta","4.44","1.3874"
"8721","cop","cop","4.44","1.6922"
"8722","correction","correction","4.44","1.3118"
"8723","court's","court's","4.44","1.3273"
"8724","errands","errands","4.44","1.5407"
"8725","ew","ew","4.44","1.1095"
"8726","gay","gay","4.44","2.1774"
"8727","gaza","gaza","4.44","1.3874"
"8728","harder","harder","4.44","1.473"
"8729","haze","haze","4.44","1.5539"
"8730","liable","liable","4.44","1.7398"
"8731","push","push","4.44","1.473"
"8732","rag","rag","4.44","1.2643"
"8733","require","require","4.44","1.3118"
"8734","tank","tank","4.44","1.6056"
"8735","triste","triste","4.44","1.5928"
"8736","unusual","unusual","4.44","1.4868"
"8737","wat","wat","4.44","1.3118"
"8738","weed","weed","4.44","2.1011"
"8739","glocks","glocks","4.44","1.5697"
"8740","longing","longing","4.43","1.6956"
"8741","removal","removal","4.43","1.472"
"8742","-d","-d","4.42","1.1265"
"8743","behind","behind","4.42","1.2137"
"8744","below","below","4.42","1.2137"
"8745","boa","boa","4.42","1.7623"
"8746","breaks","breaks","4.42","1.8305"
"8747","commercials","commercials","4.42","1.8745"
"8748","constraints","constraints","4.42","1.5919"
"8749","controlling","controlling","4.42","2.0513"
"8750","dum","dum","4.42","1.5265"
"8751","emotional","emotional","4.42","1.7623"
"8752","hides","hides","4.42","1.1082"
"8753","knocked","knocked","4.42","1.1082"
"8754","na","na","4.42","0.9278"
"8755","nada","nada","4.42","1.1265"
"8756","niet","niet","4.42","1.3864"
"8757","notwithstanding","notwithstanding","4.42","1.4441"
"8758","recalled","recalled","4.42","1.7154"
"8759","regulations","regulations","4.42","1.295"
"8760","remains","remains","4.42","1.4441"
"8761","republican","republican","4.42","1.9176"
"8762","sem","sem","4.42","1.2304"
"8763","serious","serious","4.42","1.4581"
"8764","stumble","stumble","4.42","1.5791"
"8765","treatment","treatment","4.42","1.5398"
"8766","vietnam","vietnam","4.42","1.9804"
"8767","regime","regime","4.42","1.7964"
"8768","#retweetthisif","#retweetthisif","4.4","1.4428"
"8769","beats","beats","4.4","1.9272"
"8770","brokers","brokers","4.4","1.2936"
"8771","controlled","controlled","4.4","1.7613"
"8772","cus","cus","4.4","1.3997"
"8773","desert","desert","4.4","1.8295"
"8774","detroit","detroit","4.4","1.3553"
"8775","fuk","fuk","4.4","1.7728"
"8776","glock","glock","4.4","1.8406"
"8777","hearings","hearings","4.4","1.6537"
"8778","lobbying","lobbying","4.4","1.5908"
"8779","morir","morir","4.4","1.4142"
"8780","muero","muero","4.4","1.4142"
"8781","nicht","nicht","4.4","1.1952"
"8782","opposite","opposite","4.4","1.4142"
"8783","shyt","shyt","4.4","1.4286"
"8784","tied","tied","4.4","1.3553"
"8785","wouldn","wouldn","4.4","1.4428"
"8786","dich","dich","4.4","1.1059"
"8787","#haiti","#haiti","4.38","1.9784"
"8788","3am","3am","4.38","1.2271"
"8789","authorities","authorities","4.38","1.1586"
"8790","chills","chills","4.38","1.76"
"8791","competitors","competitors","4.38","1.5635"
"8792","economy","economy","4.38","1.6646"
"8793","effing","effing","4.38","1.3981"
"8794","far","far","4.38","1.817"
"8795","frozen","frozen","4.38","1.5372"
"8796","mortality","mortality","4.38","2.5546"
"8797","plaintiff","plaintiff","4.38","1.3981"
"8798","prices","prices","4.38","1.6022"
"8799","rarely","rarely","4.38","1.3686"
"8800","rebel","rebel","4.38","1.6022"
"8801","resistance","resistance","4.38","1.6274"
"8802","slips","slips","4.38","1.4693"
"8803","tangled","tangled","4.38","1.6022"
"8804","acids","acids","4.38","1.9529"
"8805","naive","naive","4.37","1.9006"
"8806","querer","querer","4.37","1.4676"
"8807","shack","shack","4.36","1.4054"
"8808","@jonasbrothers","@jonasbrothers","4.36","1.7468"
"8809","billings","billings","4.36","1.3667"
"8810","consequence","consequence","4.36","1.3211"
"8811","custody","custody","4.36","1.6995"
"8812","dang","dang","4.36","1.4251"
"8813","divided","divided","4.36","1.2739"
"8814","division","division","4.36","1.2898"
"8815","duh","duh","4.36","1.2415"
"8816","end","end","4.36","1.7351"
"8817","grease","grease","4.36","1.3365"
"8818","hide","hide","4.36","1.4107"
"8819","irregular","irregular","4.36","1.5221"
"8820","juvenile","juvenile","4.36","1.8818"
"8821","morn","morn","4.36","1.6258"
"8822","needle","needle","4.36","1.8268"
"8823","operations","operations","4.36","1.77"
"8824","pulling","pulling","4.36","1.3962"
"8825","reducing","reducing","4.36","1.4813"
"8826","sharply","sharply","4.36","1.6383"
"8827","strange","strange","4.36","1.7468"
"8828","tease","tease","4.36","2.0875"
"8829","burnin","burnin","4.35","1.7319"
"8830","strictly","strictly","4.35","1.7625"
"8831","storms","storms","4.34","1.9812"
"8832","adios","adios","4.34","1.7215"
"8833","arent","arent","4.34","1.1359"
"8834","blown","blown","4.34","1.394"
"8835","burst","burst","4.34","1.996"
"8836","congress","congress","4.34","1.7567"
"8837","ditch","ditch","4.34","1.5467"
"8838","droppin","droppin","4.34","1.3644"
"8839","faded","faded","4.34","1.3188"
"8840","hiding","hiding","4.34","1.2875"
"8841","ho","ho","4.34","1.9337"
"8842","hurry","hurry","4.34","1.5201"
"8843","icy","icy","4.34","1.8473"
"8844","loud","loud","4.34","1.8802"
"8845","replaced","replaced","4.34","1.493"
"8846","ripping","ripping","4.34","1.6113"
"8847","shook","shook","4.34","1.423"
"8848","vampire","vampire","4.34","2.1152"
"8849","hesitate","hesitate","4.33","1.2481"
"8850","cease","cease","4.32","1.3768"
"8851","communist","communist","4.32","1.7431"
"8852","eff","eff","4.32","1.5706"
"8853","fbi","fbi","4.32","1.4061"
"8854","gop","gop","4.32","1.2196"
"8855","howling","howling","4.32","1.8344"
"8856","hunt","hunt","4.32","1.984"
"8857","reduced","reduced","4.32","1.5836"
"8858","scattered","scattered","4.32","1.3468"
"8859","separate","separate","4.32","1.5576"
"8860","slowly","slowly","4.32","1.4348"
"8861","surgical","surgical","4.32","2.0448"
"8862","tripping","tripping","4.32","1.8674"
"8863","waited","waited","4.32","1.6092"
"8864","yikes","yikes","4.32","1.6343"
"8865","bias","bias","4.31","1.7278"
"8866","blunt","blunt","4.31","1.5181"
"8867","shaking","shaking","4.31","1.7523"
"8868","din","din","4.31","1.3261"
"8869","smack","smack","4.31","2.0021"
"8870","affected","affected","4.3","1.3887"
"8871","brokerage","brokerage","4.3","1.8323"
"8872","drop","drop","4.3","1.1995"
"8873","formerly","formerly","4.3","1.2495"
"8874","gore","gore","4.3","1.8654"
"8875","guards","guards","4.3","1.7173"
"8876","hadn't","hadn't","4.3","1.2164"
"8877","ich","ich","4.3","1.5811"
"8878","iran","iran","4.3","1.632"
"8879","legislation","legislation","4.3","1.5551"
"8880","monday","monday","4.3","1.8871"
"8881","muslims","muslims","4.3","1.3887"
"8882","naw","naw","4.3","1.165"
"8883","pit","pit","4.3","1.0152"
"8884","sneak","sneak","4.3","1.5419"
"8885","so-called","so-called","4.3","1.2657"
"8886","sudden","sudden","4.3","1.3132"
"8887","sue","sue","4.3","2.1595"
"8888","tick","tick","4.3","1.7053"
"8889","rowdy","rowdy","4.29","2.0417"
"8890","slippin","slippin","4.29","1.713"
"8891","chased","chased","4.29","1.633"
"8892","divide","divide","4.29","1.4577"
"8893","leavin","leavin","4.29","1.4434"
"8894","mortal","mortal","4.29","2.031"
"8895","rebellion","rebellion","4.29","1.6833"
"8896","aged","aged","4.28","1.8521"
"8897","aids","aids","4.28","2.3477"
"8898","bieber","bieber","4.28","1.011"
"8899","fooling","fooling","4.28","1.5124"
"8900","guerrillas","guerrillas","4.28","2.0004"
"8901","idk","idk","4.28","1.7028"
"8902","il","il","4.28","1.2784"
"8903","jury","jury","4.28","1.3407"
"8904","nor","nor","4.28","1.1959"
"8905","petroleum","petroleum","4.28","1.6293"
"8906","pimpin","pimpin","4.28","2.1575"
"8907","rules","rules","4.28","1.2296"
"8908","spider","spider","4.28","2.0004"
"8909","swore","swore","4.28","1.5784"
"8910","taken","taken","4.28","1.4714"
"8911","tests","tests","4.28","1.6787"
"8912","wasn't","wasn't","4.28","1.1436"
"8913","moan","moan","4.27","2.2288"
"8914","warn","warn","4.27","1.7173"
"8915","@justinbieber","@justinbieber","4.26","1.7001"
"8916","blows","blows","4.26","1.7591"
"8917","defendants","defendants","4.26","1.482"
"8918","fck","fck","4.26","1.7821"
"8919","fires","fires","4.26","1.7357"
"8920","intervention","intervention","4.26","1.482"
"8921","lawyers","lawyers","4.26","1.8715"
"8922","non","non","4.26","1.2747"
"8923","outlaw","outlaw","4.26","1.7001"
"8924","owing","owing","4.26","1.9463"
"8925","sht","sht","4.26","1.2257"
"8926","split","split","4.26","1.4957"
"8927","storm","storm","4.26","2.0082"
"8928","concerning","concerning","4.24","1.6898"
"8929","contrary","contrary","4.24","1.5211"
"8930","4am","4am","4.24","1.546"
"8931","bah","bah","4.24","1.1877"
"8932","barely","barely","4.24","1.5722"
"8933","but","but","4.24","1.1528"
"8934","courts","courts","4.24","1.4647"
"8935","kanye","kanye","4.24","1.685"
"8936","lower","lower","4.24","1.0797"
"8937","minority","minority","4.24","1.546"
"8938","orders","orders","4.24","1.4786"
"8939","pounding","pounding","4.24","2.026"
"8940","protests","protests","4.24","1.6358"
"8941","psychiatric","psychiatric","4.24","1.3334"
"8942","questioned","questioned","4.24","1.2707"
"8943","raw","raw","4.24","1.2867"
"8944","rebels","rebels","4.24","1.5059"
"8945","sag","sag","4.24","1.318"
"8946","shoulda","shoulda","4.24","1.1704"
"8947","smash","smash","4.24","1.5722"
"8948","spy","spy","4.24","1.7677"
"8949","stern","stern","4.24","1.3637"
"8950","stray","stray","4.24","1.8245"
"8951","swear","swear","4.24","1.6233"
"8952","unless","unless","4.24","1.0012"
"8953","worn","worn","4.23","1.0962"
"8954","dues","dues","4.22","1.3581"
"8955","freaks","freaks","4.22","2.0028"
"8956","#iranelection","#iranelection","4.22","1.3746"
"8957","away","away","4.22","1.2664"
"8958","backwards","backwards","4.22","1.3746"
"8959","beware","beware","4.22","1.6695"
"8960","blast","blast","4.22","2.1217"
"8961","breakin","breakin","4.22","1.4748"
"8962","bush's","bush's","4.22","1.5158"
"8963","calories","calories","4.22","1.6817"
"8964","cold","cold","4.22","1.7761"
"8965","concerned","concerned","4.22","1.6573"
"8966","due","due","4.22","1.5022"
"8967","grind","grind","4.22","1.3746"
"8968","iranian","iranian","4.22","1.148"
"8969","labor","labor","4.22","1.6199"
"8970","limit","limit","4.22","1.3138"
"8971","limited","limited","4.22","1.1657"
"8972","loan","loan","4.22","1.4039"
"8973","mutha","mutha","4.22","1.5292"
"8974","python","python","4.22","1.799"
"8975","republicans","republicans","4.22","1.9722"
"8976","scratch","scratch","4.22","1.3746"
"8977","veto","veto","4.22","1.4039"
"8978","waitin","waitin","4.22","1.3445"
"8979","wtf","wtf","4.22","1.7761"
"8980","waar","waar","4.21","1.2876"
"8981","beat","beat","4.2","1.9795"
"8982","blah","blah","4.2","1.6288"
"8983","darn","darn","4.2","1.5119"
"8984","default","default","4.2","1.4708"
"8985","dnt","dnt","4.2","1.3401"
"8986","expenditure","expenditure","4.2","1.5908"
"8987","exposed","exposed","4.2","1.4428"
"8988","grrr","grrr","4.2","1.4708"
"8989","legislators","legislators","4.2","1.8844"
"8990","levy","levy","4.2","1.3851"
"8991","lone","lone","4.2","1.5649"
"8992","mccain","mccain","4.2","1.7843"
"8993","periods","periods","4.2","1.6537"
"8994","politically","politically","4.2","1.3702"
"8995","pow","pow","4.2","1.3553"
"8996","prosecutors","prosecutors","4.2","1.5908"
"8997","screw","screw","4.2","1.8516"
"8998","uh","uh","4.2","1.3851"
"8999","verdict","verdict","4.2","1.6537"
"9000","weird","weird","4.2","1.3553"
"9001","whips","whips","4.2","1.906"
"9002","underlying","underlying","4.19","1.3128"
"9003","objection","objection","4.18","1.4673"
"9004","arsenal","arsenal","4.18","1.8371"
"9005","boss","boss","4.18","1.5868"
"9006","capture","capture","4.18","1.6986"
"9007","chemical","chemical","4.18","1.3952"
"9008","dis","dis","4.18","1.3506"
"9009","ex","ex","4.18","1.3045"
"9010","exam","exam","4.18","1.5609"
"9011","explode","explode","4.18","1.9763"
"9012","forces","forces","4.18","1.5868"
"9013","grr","grr","4.18","1.6374"
"9014","porn","porn","4.18","2.4302"
"9015","prey","prey","4.18","1.9968"
"9016","reduce","reduce","4.18","1.2567"
"9017","smells","smells","4.18","1.5868"
"9018","unpublished","unpublished","4.18","1.3045"
"9019","warcraft","warcraft","4.18","1.7106"
"9020","implications","implications","4.17","1.2392"
"9021","uptight","uptight","4.17","1.9278"
"9022","acute","acute","4.16","1.7719"
"9023","blades","blades","4.16","1.6751"
"9024","astray","astray","4.16","1.4337"
"9025","bash","bash","4.16","1.9416"
"9026","chop","chop","4.16","1.4479"
"9027","clinic","clinic","4.16","1.6458"
"9028","froze","froze","4.16","1.4194"
"9029","gambling","gambling","4.16","1.9935"
"9030","heat","heat","4.16","1.8223"
"9031","nowhere","nowhere","4.16","1.2675"
"9032","palin","palin","4.16","2.151"
"9033","sigh","sigh","4.16","1.8223"
"9034","stranger","stranger","4.16","0.9553"
"9035","strangers","strangers","4.16","1.7538"
"9036","sucking","sucking","4.16","1.7304"
"9037","sweat","sweat","4.16","1.3903"
"9038","vice","vice","4.16","1.6946"
"9039","crowd","crowd","4.14","1.5388"
"9040","demand","demand","4.14","1.4144"
"9041","drag","drag","4.14","1.4287"
"9042","fuck","fuck","4.14","2.5794"
"9043","havent","havent","4.14","1.3554"
"9044","minimum","minimum","4.14","1.2779"
"9045","pee","pee","4.14","1.5254"
"9046","pirates","pirates","4.14","2.119"
"9047","pushing","pushing","4.14","1.325"
"9048","shark","shark","4.14","1.9167"
"9049","ripped","ripped","4.13","1.805"
"9050","strict","strict","4.13","1.7646"
"9051","decrease","decrease","4.12","1.5523"
"9052","drain","drain","4.12","1.282"
"9053","messing","messing","4.12","1.6283"
"9054","renal","renal","4.12","1.3171"
"9055","5am","5am","4.12","1.9021"
"9056","aren't","aren't","4.12","1.2879"
"9057","attorney","attorney","4.12","1.3037"
"9058","bother","bother","4.12","1.6243"
"9059","fuss","fuss","4.12","1.7802"
"9060","hittin","hittin","4.12","1.686"
"9061","negro","negro","4.12","1.6616"
"9062","nonsense","nonsense","4.12","1.599"
"9063","nope","nope","4.12","1.3797"
"9064","political","political","4.12","1.5205"
"9065","reductions","reductions","4.12","1.698"
"9066","rush","rush","4.12","1.3649"
"9067","shallow","shallow","4.12","1.5732"
"9068","taxpayers","taxpayers","4.12","1.5205"
"9069","twisted","twisted","4.12","1.6738"
"9070","blunts","blunts","4.11","1.2551"
"9071","abyss","abyss","4.1","1.7108"
"9072","lesser","lesser","4.1","1.2949"
"9073","liability","liability","4.1","1.6863"
"9074","murda","murda","4.1","1.6863"
"9075","conviction","conviction","4.1","1.9404"
"9076","cost","cost","4.1","1.4033"
"9077","demanded","demanded","4.1","1.5682"
"9078","enforcement","enforcement","4.1","1.4178"
"9079","erase","erase","4.1","1.4743"
"9080","freaking","freaking","4.1","1.8434"
"9081","hard","hard","4.1","1.3887"
"9082","heavy","heavy","4.1","1.4178"
"9083","hunting","hunting","4.1","2.0127"
"9084","laundry","laundry","4.1","1.6568"
"9085","less","less","4.1","1.2495"
"9086","numb","numb","4.1","1.632"
"9087","pills","pills","4.1","1.6067"
"9088","pushed","pushed","4.1","1.4743"
"9089","rid","rid","4.1","1.4178"
"9090","sacrifice","sacrifice","4.1","2.1309"
"9091","takeover","takeover","4.1","1.632"
"9092","wack","wack","4.1","1.1112"
"9093","ego","ego","4.08","1.5524"
"9094","rumors","rumors","4.08","1.9455"
"9095","servant","servant","4.08","1.3668"
"9096","weary","weary","4.08","1.6181"
"9097","conservatives","conservatives","4.08","1.9984"
"9098","crumble","crumble","4.08","1.7243"
"9099","cutting","cutting","4.08","1.3974"
"9100","fallin","fallin","4.08","1.6517"
"9101","freeze","freeze","4.08","1.8609"
"9102","hung","hung","4.08","1.6268"
"9103","knife","knife","4.08","1.3974"
"9104","plea","plea","4.08","1.2262"
"9105","stopping","stopping","4.08","1.3974"
"9106","surrender","surrender","4.08","1.6762"
"9107","temper","temper","4.08","1.7939"
"9108","wont","wont","4.08","1.0467"
"9109","cardiac","cardiac","4.06","1.7249"
"9110","fading","fading","4.06","1.265"
"9111","blinding","blinding","4.06","1.671"
"9112","concerns","concerns","4.06","1.5572"
"9113","flushing","flushing","4.06","1.4902"
"9114","haiti","haiti","4.06","2.2077"
"9115","kurupt","kurupt","4.06","1.5308"
